,회사명,유동자산증가율,재고자산증가율,0,1,2,3
351,(주)글로벌스탠다드테크놀로지,-5.64,-18.98,-11.76,-5.64,-33.79,-18.98
352,(주)글로벌스탠다드테크놀로지,62.81,17.98,89.5,62.81,49.77,17.98
353,(주)금비,-26.28,-21.44,-60.24,-26.28,-51.68,-21.44
354,(주)금비,6.1,2.13,-10.27,6.1,-2.37,2.13
355,(주)금비,-10.82,2.85,-7.94,-10.82,12.01,2.85
356,(주)금비,11.84,-6.22,-9.05,11.84,-11.6,-6.22
357,(주)금비,12.11,-0.39,32.4,12.11,9.21,-0.39
358,(주)금비,18.61,10.18,17.37,18.61,10.7,10.18
359,(주)금비,-1.56,-6.58,-16.7,-1.56,-11.56,-6.58
360,(주)금비,6.77,2.46,6.56,6.77,-3.94,2.46
361,(주)금비,8.87,-3.15,6.5,8.87,4.98,-3.15
362,(주)금양,15.15,42.15,46.21,-30.55,-23.34,-17.23
363,(주)금양,-4.78,-3.49,-6.63,-4.78,3.41,-3.49
364,(주)금양,30.03,51.68,30.1,30.03,17.43,51.68
365,(주)금양,23.05,21.27,-5.44,23.05,31.04,21.27
366,(주)금양,4.58,-14.47,10.89,4.58,-13.88,-14.47
367,(주)금양,-20.77,-11.62,-3.59,-20.77,-27.19,-11.62
368,(주)금양,40.9,18.32,-4.9,40.9,25.38,18.32
369,(주)금양,-0.81,7.99,-17.76,-0.81,4.04,7.99
370,(주)금양,0.67,10.71,28.66,0.67,17.2,10.71
371,(주)금호에이치티,9.07,10.45,30.16,-33.59,99.08,6.19
372,(주)금호에이치티,5.0,5.59,14.93,5.0,0.21,5.59
373,(주)금호에이치티,-2.79,3.93,-3.26,-2.79,3.13,3.93
374,(주)금호에이치티,76.12,57.0,54.79,76.12,47.98,57.0
375,(주)금호에이치티,31.75,-1.39,32.36,31.75,0.0,-1.39
376,(주)금화피에스시,13.65,-77.21,-64.49,-94.58,-100.0,-77.21
377,(주)금화피에스시,13.08,1254789.63,13.08,11111111.11,11111111.11,11111111.11
378,(주)금화피에스시,6.01,1254789.63,6.01,11111111.11,11111111.11,11111111.11
379,(주)금화피에스시,3.12,207.13,-1.85,3.12,11111111.11,207.13
380,(주)금화피에스시,31.25,-12.05,34.75,31.25,11111111.11,-12.05
381,(주)금화피에스시,19.34,45.41,22.08,19.34,11111111.11,45.41
382,(주)금화피에스시,9.23,24.45,11.75,9.23,11111111.11,24.45
383,(주)금화피에스시,12.61,10.04,11.87,12.61,11111111.11,10.04
384,(주)금화피에스시,3.37,6.83,-3.71,3.37,11111111.11,6.83
385,(주)기가레인,-71.38,779.19,-65.23,-71.38,inf,779.19
386,(주)기가레인,-18.52,7.13,-20.03,-18.52,5.56,7.13
387,(주)기가레인,6.62,-28.72,-0.34,6.62,-39.29,-28.72
388,(주)기가레인,0.84,-4.7,2.1,0.84,-15.55,-4.7
389,(주)기가레인,56.78,211.96,60.73,56.78,290.41,211.96
390,(주)기가레인,34.39,53.34,35.51,34.39,58.93,53.34
391,(주)기가레인,-38.15,-52.69,-35.82,-38.15,-57.42,-52.69
392,(주)기산텔레콤,-14.66,-2.7,-39.33,-7.75,-28.25,6.46
393,(주)기산텔레콤,0.26,-29.35,-29.55,0.26,-51.13,-29.35
394,(주)기산텔레콤,14.52,14.27,42.19,14.52,10.56,14.27
395,(주)기산텔레콤,1.79,45.27,-2.55,1.79,-7.42,45.27
396,(주)기산텔레콤,-0.58,-17.39,4.43,-0.58,-9.84,-17.39
397,(주)기산텔레콤,-2.36,-4.65,-16.24,-2.36,-11.01,-4.65
398,(주)기산텔레콤,-7.29,22.34,-6.03,-7.29,81.0,22.34
399,(주)기산텔레콤,-20.25,-8.33,-21.09,-20.25,-49.99,-8.33
400,(주)기산텔레콤,5.41,3.62,-2.2,5.41,-20.2,3.62
401,(주)까뮤이앤씨,-54.95,-42.86,240.76,-77.35,47.92,-44.85
402,(주)까뮤이앤씨,55.36,13.16,55.36,11111111.11,13.16,11111111.11
403,(주)까뮤이앤씨,-8.65,-78.26,-8.65,11111111.11,-78.26,11111111.11
404,(주)까뮤이앤씨,-68.36,31.56,-68.36,11111111.11,31.56,11111111.11
405,(주)까뮤이앤씨,82.24,-7.76,82.24,11111111.11,-7.76,11111111.11
406,(주)까뮤이앤씨,-27.53,-2.51,-27.53,11111111.11,-2.51,11111111.11
407,(주)까뮤이앤씨,-9.71,8.48,-9.71,11111111.11,8.48,11111111.11
408,(주)까뮤이앤씨,3.98,34.3,3.98,11111111.11,34.3,11111111.11
409,(주)까뮤이앤씨,74.17,-38.26,74.17,11111111.11,-38.26,11111111.11
410,(주)까스텔바작,5.29,6.47,-11.32,495.81,2932.22,234.27
411,(주)나노,1254789.63,1254789.63,11111111.11,11111111.11,11111111.11,11111111.11
412,(주)나노,1254789.63,1254789.63,11111111.11,11111111.11,11111111.11,11111111.11
413,(주)나노,-31.1,-19.72,-35.03,-31.1,-34.64,-19.72
414,(주)나노,24.86,31.57,31.33,24.86,-11.6,31.57
415,(주)나노,19.37,11.48,-11.12,19.37,17.45,11.48
416,(주)나노,-3.85,-7.76,25.52,-3.85,16.04,-7.76
417,(주)나노브릭,144.14,20.81,-56.21,-76.17,-79.04,-91.1
418,(주)나노신소재,65.38,71.64,11111111.11,11111111.11,11111111.11,11111111.11
419,(주)나노신소재,-10.42,1.09,-10.26,-10.42,1.09,1.09
420,(주)나노신소재,1.6,-0.98,1.52,1.6,-0.98,-0.98
421,(주)나노신소재,14.27,16.79,14.15,14.27,16.79,16.79
422,(주)나노신소재,24.65,-7.48,23.23,24.65,-7.48,-7.48
423,(주)나노신소재,2.5,3.04,3.9,2.5,3.04,3.04
424,(주)나노신소재,-1.29,3.59,-1.22,-1.29,3.59,3.59
425,(주)나노신소재,14.77,29.14,14.03,14.77,29.14,29.14
426,(주)나노신소재,5.26,-5.6,3.38,5.26,-5.6,-5.6
427,(주)나노엔텍,-50.85,-89.98,-51.64,-50.85,-90.01,-89.98
428,(주)나노엔텍,-28.51,24.45,-27.54,-28.51,21.4,24.45
429,(주)나노엔텍,-4.47,3.62,-6.84,-4.47,-1.84,3.62
430,(주)나노엔텍,-7.51,13.7,4.48,-7.51,-2.98,13.7
431,(주)나노엔텍,8.72,4.1,8.28,8.72,-22.65,4.1
432,(주)나노엔텍,-12.84,13.54,-10.27,-12.84,59.71,13.54
433,(주)나노엔텍,3.25,-9.97,6.9,3.25,6.47,-9.97
434,(주)나노엔텍,3.11,6.34,1.33,3.11,-1.0,6.34
435,(주)나노엔텍,16.74,9.36,17.07,16.74,1.32,9.36
436,(주)나무가,60.89,4.88,337.45,464.53,-73.39,401.9
437,(주)나무가,-12.6,-21.86,-34.72,-12.6,-39.14,-21.86
438,(주)나무가,-38.05,-1.68,-38.05,-38.05,-69.44,-1.68
439,(주)나무가,-19.81,-61.07,10.18,-19.81,-26.45,-61.07
440,(주)나무가,70.02,289.7,105.84,70.02,4138.81,289.7
441,(주)나스미디어,7.72,-72.34,-26.02,-90.21,-100.0,-72.34
442,(주)나스미디어,-0.24,1254789.63,-0.24,11111111.11,11111111.11,11111111.11
443,(주)나스미디어,38.48,1254789.63,38.48,11111111.11,11111111.11,11111111.11
444,(주)나스미디어,-0.05,1254789.63,-0.05,11111111.11,11111111.11,11111111.11
445,(주)나스미디어,28.25,1254789.63,37.92,28.25,11111111.11,11111111.11
446,(주)나스미디어,-4.97,1254789.63,-6.38,-4.97,11111111.11,11111111.11
447,(주)나스미디어,22.12,1254789.63,27.95,22.12,11111111.11,11111111.11
448,(주)나이벡,123.46,-25.3,-97.16,-96.03,inf,inf
449,(주)나이벡,-35.25,-5.16,-35.25,11111111.11,-5.16,11111111.11
450,(주)나이벡,14.14,56.91,14.14,11111111.11,56.91,11111111.11
451,(주)나이벡,-28.96,-0.3,-28.96,11111111.11,-0.3,11111111.11
452,(주)나이벡,157.02,29.5,157.02,11111111.11,29.5,11111111.11
453,(주)나이벡,11.99,40.0,11.99,11111111.11,40.0,11111111.11
454,(주)나이벡,13.07,39.36,13.07,11111111.11,39.36,11111111.11
455,(주)나이벡,-47.07,5.5,-47.07,11111111.11,5.5,11111111.11
456,(주)나이벡,222.8,35.91,222.8,11111111.11,35.91,11111111.11
457,(주)나이스디앤비,78.3,-100.0,13.03,0.0,-100.0,0.0
458,(주)나이스디앤비,10.91,1254789.63,10.91,11111111.11,11111111.11,11111111.11
459,(주)나이스디앤비,15.05,1254789.63,15.05,11111111.11,11111111.11,11111111.11
460,(주)나이스디앤비,16.08,1254789.63,16.08,11111111.11,11111111.11,11111111.11
461,(주)나이스디앤비,-6.29,1254789.63,-6.29,11111111.11,11111111.11,11111111.11
462,(주)나이스디앤비,1.59,-79.93,-3.6,1.59,11111111.11,-79.93
463,(주)나이스디앤비,-4.07,55.65,-9.11,-4.07,11111111.11,55.65
464,(주)나이스디앤비,26.32,-40.51,28.47,26.32,11111111.11,-40.51
465,(주)나이스디앤비,46.91,0.0,23.09,46.91,11111111.11,0.0
466,(주)나이스홀딩스,-10.7,17.0,-8.48,84.31,11111111.11,118746.49
467,(주)나이스홀딩스,-0.85,33.94,-43.12,-0.85,11111111.11,33.94
468,(주)나이스홀딩스,320.81,200.68,-0.37,320.81,11111111.11,200.68
469,(주)나이스홀딩스,36.69,385.84,-61.76,36.69,11111111.11,385.84
470,(주)나이스홀딩스,3.89,37.68,-0.73,3.89,11111111.11,37.68
471,(주)나이스홀딩스,36.13,11.77,45.98,36.13,11111111.11,11.77
472,(주)나이스홀딩스,35.53,28.68,11.21,35.53,11111111.11,28.68
473,(주)나이스홀딩스,11.88,50.82,-64.03,11.88,11111111.11,50.82
474,(주)나이스홀딩스,24.26,-17.35,93.21,24.26,11111111.11,-17.35
475,(주)나인테크,-99.26,-86.42,34.72,-99.26,inf,-86.42
476,(주)나인테크,1254789.63,1254789.63,11111111.11,11111111.11,11111111.11,11111111.11
477,(주)나인테크,1254789.63,1254789.63,11111111.11,11111111.11,11111111.11,11111111.11
478,(주)남선알미늄,16.78,26.18,1079.34,1079.43,103.32,103.32
479,(주)남선알미늄,-12.17,-21.79,-12.17,-91.52,-21.79,-50.82
480,(주)남선알미늄,1.18,3.09,1.18,11111111.11,3.09,11111111.11
481,(주)남선알미늄,1.16,17.49,1.16,11111111.11,17.49,11111111.11
482,(주)남선알미늄,35.19,116.14,35.19,11111111.11,116.14,11111111.11
483,(주)남선알미늄,-13.11,-7.68,-13.11,11111111.11,-7.68,11111111.11
484,(주)남선알미늄,0.33,-42.78,0.33,11111111.11,-42.78,11111111.11
485,(주)남선알미늄,-7.37,-30.9,-7.37,11111111.11,-30.9,11111111.11
486,(주)남선알미늄,-6.74,-0.87,-0.08,-6.74,-0.87,-0.87
487,(주)남성,-3.24,-40.51,-41.0,-41.93,-98.86,40.09
488,(주)남성,-2.72,-10.94,-1.56,-2.72,-24.65,-10.94
489,(주)남성,-7.78,-16.63,-4.78,-7.78,11.91,-16.63
490,(주)남성,-2.54,25.91,4.29,-2.54,37.31,25.91
491,(주)남성,3.15,13.48,3.03,3.15,57.56,13.48
492,(주)남성,-0.03,18.4,-37.76,-0.03,-10.31,18.4
493,(주)남성,4.83,-1.4,5.1,4.83,6.62,-1.4
494,(주)남성,18.37,-6.56,16.19,18.37,34.22,-6.56
495,(주)남성,4.16,17.72,4.11,4.16,-49.24,17.72
496,(주)내츄럴엔도텍,-86.35,-65.22,-10.0,-86.35,1835.88,-65.22
497,(주)내츄럴엔도텍,-29.87,149.52,-29.87,11111111.11,149.52,11111111.11
498,(주)내츄럴엔도텍,-50.86,-49.46,-50.86,11111111.11,-49.46,11111111.11
499,(주)내츄럴엔도텍,164.3,15.52,163.28,164.3,15.52,15.52
500,(주)내츄럴엔도텍,-15.25,49.32,-25.4,-15.25,46.53,49.32
501,(주)내츄럴엔도텍,-42.34,-43.8,-35.89,-42.34,-46.62,-43.8
502,(주)내츄럴엔도텍,-34.67,-53.14,-35.48,-34.67,-54.65,-53.14
503,(주)네오리진,12.13,63.03,6.25,56.86,103.94,235.42
504,(주)네오리진,9.36,2.44,9.36,-55.27,2.44,32.07
505,(주)네오리진,20.78,-8.65,20.78,11111111.11,-8.65,11111111.11
506,(주)네오리진,-11.83,-54.8,-11.83,11111111.11,-54.8,11111111.11
507,(주)네오리진,-65.82,-28.53,-65.82,11111111.11,-28.53,11111111.11
508,(주)네오리진,2.19,-39.85,2.19,11111111.11,-39.85,11111111.11
509,(주)네오리진,13.92,3.18,13.92,11111111.11,3.18,11111111.11
510,(주)네오리진,-17.96,35.59,-17.96,41.47,35.59,869.82
511,(주)네오리진,29.25,-49.28,29.25,11111111.11,-49.28,11111111.11
512,(주)네오셈,0.0,0.0,39.78,0.0,1766.77,0.0
513,(주)네오셈,1254789.63,1254789.63,11111111.11,11111111.11,11111111.11,11111111.11
514,(주)네오오토,-1.12,39.06,-8.2,-71.17,18.19,127.83
515,(주)네오오토,-3.42,29.82,-3.42,11111111.11,29.82,11111111.11
516,(주)네오오토,7.3,16.11,7.3,11111111.11,16.11,11111111.11
517,(주)네오오토,-1.53,3.95,-1.53,11111111.11,3.95,11111111.11
518,(주)네오오토,8.09,-4.07,8.09,11111111.11,-4.07,11111111.11
519,(주)네오위즈,64.62,200.5,325.9,2039.03,-100.0,-95.94
520,(주)네오위즈,35.32,-86.96,38.99,35.32,11111111.11,-86.96
521,(주)네오위즈,-49.03,402.2,-45.26,-49.03,11111111.11,402.19
522,(주)네오위즈,21.96,-14.1,9.7,21.96,11111111.11,-14.1
523,(주)네오위즈,33.74,-96.76,51.74,33.74,11111111.11,-96.76
524,(주)네오위즈,-26.47,-37.71,-31.76,-26.47,11111111.11,-37.71
525,(주)네오위즈,-3.98,105.25,-3.99,-3.98,11111111.11,105.25
526,(주)네오위즈,-17.92,37.71,-41.77,-17.92,11111111.11,37.72
527,(주)네오위즈,23.49,61.33,11.48,23.49,inf,61.34
528,(주)네오위즈홀딩스,33.76,110.56,-25.08,70.85,473.46,2228.38
529,(주)네오위즈홀딩스,13.76,-26.92,-20.99,13.76,44.95,-26.92
530,(주)네오위즈홀딩스,-35.31,4.09,-66.88,-35.31,-6.75,4.09
531,(주)네오위즈홀딩스,17.91,-20.09,36.19,17.91,-17.9,-20.09
532,(주)네오위즈홀딩스,38.94,-75.25,527.04,38.94,-3.93,-75.25
533,(주)네오위즈홀딩스,-14.34,-26.47,-17.35,-14.34,-16.04,-26.47
534,(주)네오위즈홀딩스,-0.59,7.22,2.95,-0.59,-3.93,7.22
535,(주)네오위즈홀딩스,-11.45,11.63,-4.26,-11.45,-1.78,11.63
536,(주)네오위즈홀딩스,4.87,-4.0,-14.23,4.87,-11.68,-4.0
537,(주)네오크레마,-92.38,10300.22,-80.85,-92.38,13506.49,10300.22
538,(주)네오티스,20.96,-14.87,11111111.11,11111111.11,11111111.11,11111111.11
539,(주)네오티스,-24.49,22.44,-24.49,11111111.11,22.44,11111111.11
540,(주)네오티스,60.51,-13.85,60.51,11111111.11,-13.85,11111111.11
541,(주)네오티스,-37.48,13.47,-40.8,-37.48,7.31,13.47
542,(주)네오티스,30.76,7.77,33.91,30.76,11.93,7.77
543,(주)네오티스,8.72,9.87,10.36,8.72,5.94,9.87
544,(주)네오티스,-5.04,-9.92,-4.66,-5.04,-12.1,-9.92
545,(주)네오티스,18.44,37.52,18.88,18.44,40.63,37.52
546,(주)네오티스,-1.07,-15.66,0.04,-1.07,-11.46,-15.66
547,(주)네오팜,13.82,30.96,-61.64,-69.98,-67.98,110.92
548,(주)네오팜,13.35,41.06,13.35,11111111.11,41.06,11111111.11
549,(주)네오팜,12.3,22.59,12.3,11111111.11,22.59,11111111.11
550,(주)네오팜,20.62,9.27,20.62,11111111.11,9.27,11111111.11
551,(주)네오팜,6.53,49.11,6.53,11111111.11,49.11,11111111.11
552,(주)네오팜,44.21,-6.43,44.21,11111111.11,-6.43,11111111.11
553,(주)네오팜,30.68,16.53,32.25,30.68,20.28,16.53
554,(주)네오팜,33.8,41.3,33.61,33.8,38.68,41.3
555,(주)네오팜,72.52,-14.67,73.35,72.52,-21.52,-14.67
556,(주)네오펙트,-71.18,-62.15,-75.03,-71.18,-78.77,-62.15
557,(주)네오펙트,-32.45,24.01,-57.65,-32.45,-14.94,24.01
558,(주)네온테크,-43.87,305.33,3.17,-43.87,1083.2,305.33
559,(주)네온테크,1254789.63,1254789.63,11111111.11,11111111.11,11111111.11,11111111.11
560,(주)네이블커뮤니케이션즈,58.22,-55.02,108.44,0.0,-99.21,0.0
561,(주)네이블커뮤니케이션즈,-15.74,1159.95,-15.74,11111111.11,1159.95,11111111.11
562,(주)네이블커뮤니케이션즈,1.1,-39.71,1.1,11111111.11,-39.71,11111111.11
563,(주)네이블커뮤니케이션즈,7.69,-85.89,7.69,-43.97,-85.89,1565.23
564,(주)네이블커뮤니케이션즈,35.17,582.0,35.17,11111111.11,582.0,11111111.11
565,(주)네이블커뮤니케이션즈,-22.77,119.53,-22.77,11111111.11,119.53,11111111.11
566,(주)네이블커뮤니케이션즈,-8.82,-55.89,-8.82,11111111.11,-55.89,11111111.11
567,(주)네이블커뮤니케이션즈,-7.81,-87.74,-7.81,11111111.11,-87.74,11111111.11
568,(주)네이처셀,10.94,9.03,-20.5,0.0,8094.26,0.0
569,(주)네이처셀,-9.34,-3.59,-9.34,11111111.11,-3.59,11111111.11
570,(주)네이처셀,-20.88,-19.82,-20.88,11111111.11,-19.82,11111111.11
571,(주)네이처셀,10.63,-6.48,10.63,11111111.11,-6.48,11111111.11
572,(주)네이처셀,66.55,-2.4,66.55,11111111.11,-2.4,11111111.11
573,(주)네이처셀,-9.71,28.42,-9.71,11111111.11,28.42,11111111.11
574,(주)네이처셀,15.66,-16.54,15.66,11111111.11,-16.54,11111111.11
575,(주)네이처셀,8.2,-32.19,8.2,11111111.11,-32.19,11111111.11
576,(주)네이처셀,152.51,-2.04,152.51,11111111.11,-2.04,11111111.11
577,(주)네패스,-18.55,20.7,66.79,822.98,295.54,59.06
578,(주)네패스,-4.6,11.79,8.24,-4.6,33.2,11.79
579,(주)네패스,39.0,26.95,-33.84,39.0,-30.06,26.95
580,(주)네패스,11.21,-36.15,16.69,11.21,-11.93,-36.15
581,(주)네패스,-29.74,-6.73,9.82,-29.74,2.0,-6.73
582,(주)네패스,-5.75,-37.47,-4.75,-5.75,-30.97,-37.47
583,(주)네패스,4.0,-4.08,8.82,4.0,-2.63,-4.08
584,(주)네패스,-7.84,-16.15,4.21,-7.84,1.66,-16.15
585,(주)네패스,101.61,101.92,10.36,101.61,80.34,101.92
586,(주)넥센,6.95,-9.57,26.28,-27.06,96.88,156.45
587,(주)넥센,-7.87,-10.66,-19.28,-7.87,-15.48,-10.66
588,(주)넥센,6.02,-2.92,-6.98,6.02,-1.12,-2.92
589,(주)넥센,-18.27,-23.78,-12.85,-18.27,-23.41,-23.78
590,(주)넥센,0.82,-10.12,0.9,0.82,-7.25,-10.12
591,(주)넥센,3.19,2.91,1.53,3.19,4.54,2.91
592,(주)넥센,35.6,3.8,48.29,35.6,3.06,3.8
593,(주)넥센,598.68,1248.97,-16.57,598.68,15.92,1248.97
594,(주)넥센,8.54,22.68,-6.86,8.54,-18.92,22.68
595,(주)넥스턴바이오사이언스,12.02,18.62,-78.02,-99.08,-58.55,-97.28
596,(주)넥스턴바이오사이언스,-9.46,47.57,-9.46,11111111.11,47.57,11111111.11
597,(주)넥스턴바이오사이언스,12.6,-21.09,12.6,11111111.11,-21.09,11111111.11
598,(주)넥스턴바이오사이언스,13.63,8.59,13.63,11111111.11,8.59,11111111.11
599,(주)넥스턴바이오사이언스,-2.95,-3.15,-2.95,11111111.11,-3.15,11111111.11
600,(주)넥스턴바이오사이언스,262.24,-6.95,262.24,11111111.11,-6.95,11111111.11
601,(주)넥스턴바이오사이언스,-11.69,-21.08,-11.69,11111111.11,-21.08,11111111.11
602,(주)넥스턴바이오사이언스,26.38,230.6,26.38,11111111.11,230.6,11111111.11
603,(주)넥스턴바이오사이언스,-24.89,-56.0,-24.89,11111111.11,-56.0,11111111.11
604,(주)넥스트아이,30.3,147.88,-75.13,0.0,-77.2,0.0
605,(주)넥스트아이,17.19,-12.32,17.19,11111111.11,-12.32,11111111.11
606,(주)넥스트아이,4.12,-72.09,5.45,4.12,-75.92,-72.09
607,(주)넥스트아이,0.65,-11.47,-2.25,0.65,6.55,-11.47
608,(주)넥스트아이,-6.17,127.54,-9.8,-6.17,124.26,127.54
609,(주)넥스트아이,186.48,102.0,99.07,186.48,55.86,102.0
610,(주)넥스트아이,33.72,182.55,6.85,33.72,-19.51,182.55
611,(주)넥스트아이,39.79,36.6,-18.93,39.79,7.71,36.6
612,(주)넥스트아이,-1.59,-52.25,18.79,-1.59,-20.35,-52.25
613,(주)넥스트엔터테인먼트월드,25.72,-100.0,259.39,25.72,-100.0,-100.0
614,(주)넥스트엔터테인먼트월드,10.37,1254789.63,6.5,10.37,11111111.11,11111111.11
615,(주)넥스트엔터테인먼트월드,-9.88,1254789.63,-12.27,-9.88,11111111.11,11111111.11
616,(주)넥스트엔터테인먼트월드,0.8,inf,-19.94,0.8,inf,inf
617,(주)넥스트엔터테인먼트월드,-11.58,202.65,-20.55,-11.58,168.56,202.65
618,(주)넥스트엔터테인먼트월드,20.7,156.34,-10.49,20.7,-8.86,156.34
619,(주)넥슨게임즈,-93.17,2066.63,-85.98,-93.17,24924.46,2066.63
620,(주)넥슨게임즈,1254789.63,1254789.63,11111111.11,11111111.11,11111111.11,11111111.11
621,(주)넥슨게임즈,1254789.63,1254789.63,11111111.11,11111111.11,11111111.11,11111111.11
622,(주)넥슨게임즈,-37.97,1254789.63,-37.97,11111111.11,11111111.11,11111111.11
623,(주)넥슨게임즈,142.11,1254789.63,142.11,11111111.11,11111111.11,11111111.11
624,(주)넵튠,0.0,0.0,-79.29,0.0,inf,0.0
625,(주)넵튠,1254789.63,1254789.63,11111111.11,11111111.11,11111111.11,11111111.11
626,(주)넵튠,5.86,inf,35.02,5.86,11111111.11,inf
627,(주)넵튠,14.67,-56.73,105.36,14.67,11111111.11,-56.74
628,(주)넵튠,-10.05,-24.32,-53.95,-10.05,11111111.11,-24.36
629,(주)노랑풍선,29.21,169690.56,589.12,412.75,inf,169690.56
630,(주)노루페인트,32.38,3.44,11111111.11,11111111.11,11111111.11,11111111.11
631,(주)노루페인트,5.41,14.24,5.64,5.41,15.33,14.24
632,(주)노루페인트,-3.33,0.17,-7.16,-3.33,-5.5,0.17
633,(주)노루페인트,5.43,-1.86,4.88,5.43,-0.25,-1.86
634,(주)노루페인트,5.78,11.73,4.67,5.78,12.57,11.73
635,(주)노루페인트,2.99,-16.05,3.08,2.99,-18.77,-16.05
636,(주)노루페인트,0.28,16.48,-3.47,0.28,8.97,16.48
637,(주)노루페인트,6.26,5.63,5.64,6.26,3.14,5.63
638,(주)노루페인트,10.06,15.95,11.92,10.06,18.65,15.95
639,(주)노루홀딩스,14.78,2.5,-94.34,-3.03,-100.0,3.58
640,(주)노루홀딩스,16.15,9.88,114.26,16.15,11111111.11,9.88
641,(주)노루홀딩스,4.27,0.12,42.89,4.27,11111111.11,0.12
642,(주)노루홀딩스,14.56,-0.09,16.59,14.56,11111111.11,-0.09
643,(주)노루홀딩스,27.64,9.17,-14.39,27.64,11111111.11,9.17
644,(주)노루홀딩스,-7.36,-11.43,111.55,-7.36,11111111.11,-11.43
645,(주)노루홀딩스,4.66,5.08,-4.82,4.66,11111111.11,5.08
646,(주)노루홀딩스,2.28,5.2,-9.05,2.28,11111111.11,5.2
647,(주)노루홀딩스,0.82,13.31,-22.44,0.82,11111111.11,13.31
648,(주)노바렉스,40.28,51.29,13.75,-85.87,inf,-86.31
649,(주)노바렉스,25.05,93.64,26.56,25.05,93.98,93.64
650,(주)노바텍,-65.24,-94.01,-66.13,-65.24,-94.35,-94.01
651,(주)노바텍,-12.89,82.39,-8.29,-12.89,28.13,82.39
652,(주)노블엠앤비,79.7,-9.97,114.52,121.93,80.75,19.76
653,(주)노블엠앤비,46.67,216.12,47.81,46.67,216.12,216.12
654,(주)노블엠앤비,-56.01,-17.06,-56.86,-56.01,-17.06,-17.06
655,(주)노블엠앤비,75.18,32.67,40.72,75.18,4.4,32.67
656,(주)노블엠앤비,-52.45,-17.96,-54.27,-52.45,-15.2,-17.96
657,(주)노블엠앤비,4.46,3.86,19.35,4.46,-2.71,3.86
658,(주)노블엠앤비,-22.37,-7.95,0.32,-22.37,-26.75,-7.95
659,(주)노블엠앤비,1.61,47.5,24.75,1.61,121.2,47.5
660,(주)노터스,79.82,6.67,-20.46,22.8,-98.05,-91.85
661,(주)녹십자,1254789.63,1254789.63,11111111.11,11111111.11,11111111.11,11111111.11
662,(주)녹십자,-9.2,6.37,-11.65,-9.2,7.13,6.37
663,(주)녹십자,21.55,18.64,19.23,21.55,18.99,18.64
664,(주)녹십자,18.17,19.35,21.29,18.17,19.25,19.35
665,(주)녹십자,12.16,8.83,11.32,12.16,8.26,8.83
666,(주)녹십자,7.79,-1.23,3.75,7.79,-0.15,-1.23
667,(주)녹십자,15.62,18.87,17.78,15.62,19.37,18.87
668,(주)녹십자,-3.57,1.48,-4.94,-3.57,0.89,1.48
669,(주)녹십자,7.65,5.07,1.76,7.65,4.97,5.07
670,(주)녹십자엠에스,21.94,42.45,-95.01,-98.84,-96.53,-97.27
671,(주)녹십자엠에스,17.68,22.19,17.68,11111111.11,22.19,11111111.11
672,(주)녹십자엠에스,-17.25,-24.61,-16.07,-17.25,-22.79,-24.61
673,(주)녹십자엠에스,0.45,-3.45,-0.79,0.45,-9.98,-3.45
674,(주)녹십자엠에스,7.92,-10.58,7.35,7.92,-13.67,-10.58
675,(주)녹십자엠에스,12.98,-3.87,14.24,12.98,-5.68,-3.87
676,(주)녹십자웰빙,246.95,16.84,67.91,-78.08,21.86,-4.02
677,(주)녹십자홀딩스,264.62,1.0,11111111.11,11111111.11,11111111.11,11111111.11
678,(주)녹십자홀딩스,-86.44,6.24,-94.69,-86.44,11111111.11,6.24
679,(주)녹십자홀딩스,20.64,25.41,-10.52,20.64,11111111.11,25.41
680,(주)녹십자홀딩스,33.89,53.34,1593.08,33.89,inf,53.34
681,(주)녹십자홀딩스,30.47,22.3,44.39,30.47,53.86,22.3
682,(주)녹십자홀딩스,2.74,-6.84,-17.7,2.74,-24.2,-6.84
683,(주)녹십자홀딩스,6.42,1.78,-6.33,6.42,-45.34,1.78
684,(주)녹십자홀딩스,-3.93,-13.09,-23.63,-3.93,-99.13,-13.09
685,(주)녹십자홀딩스,-1.83,5.16,-82.01,-1.83,-100.0,5.16
686,(주)녹원씨엔아이,23.5,-21.31,-35.75,-98.84,inf,-99.86
687,(주)녹원씨엔아이,-8.05,-53.06,-31.74,-8.05,-75.18,-53.06
688,(주)녹원씨엔아이,-37.8,-13.1,-22.25,-37.8,83.55,-13.1
689,(주)녹원씨엔아이,63.12,647.04,30.48,63.12,18.22,647.04
690,(주)녹원씨엔아이,-17.82,-61.85,5.42,-17.82,68.96,-61.85
691,(주)녹원씨엔아이,-61.75,-52.9,-56.47,-61.75,-32.79,-52.9
692,(주)녹원씨엔아이,1591.63,1121.25,142.12,1591.63,-65.4,1121.25
693,(주)녹원씨엔아이,1.41,66.08,388.48,1.41,3000.62,66.08
694,(주)녹원씨엔아이,-41.17,3.92,-38.35,-41.17,-14.44,3.92
695,(주)농심,4.01,24.12,2841.68,2297.59,3904.01,1991.19
696,(주)농심,-8.61,-2.83,-7.9,-8.61,-5.99,-2.83
697,(주)농심,8.89,4.96,4.75,8.89,7.1,4.96
698,(주)농심,-2.04,10.08,-7.2,-2.04,7.42,10.08
699,(주)농심,10.91,-0.03,14.59,10.91,-3.68,-0.03
