,회사명,거래소코드,회계년도,유동자산(*)(IFRS)(천원),유동자산(*)(IFRS연결)(천원),재고자산(*)(IFRS)(천원),재고자산(*)(IFRS연결)(천원),0,1,2,3
12000,알서포트(주),131370,Dec-19,33061871,37536739,369438,389115,6.88,10.73,-23.94,-34.07
12001,알에스오토메이션(주),140670,Dec-17,51765649,53653357,15923329,16439158,56.57,42.94,4210.15,4124.76
12002,알에스오토메이션(주),140670,Dec-18,48425263,50793589,17114055,17565002,-6.45,-5.33,7.48,6.85
12003,알에스오토메이션(주),140670,Dec-19,47207627,49645817,15203406,15583631,-2.51,-2.26,-11.16,-11.28
12004,알에프머트리얼즈(주),327260,Dec-19,22323618,11111111.11,4583275,11111111.11,-52.71,-77.62,-69.85,-28.7
12005,알에프에이치아이씨(주),218410,Dec-15,11111111.11,11111111.11,11111111.11,11111111.11,,,,
12006,알에프에이치아이씨(주),218410,Dec-16,11111111.11,11111111.11,11111111.11,11111111.11,,,,
12007,알에프에이치아이씨(주),218410,Dec-17,101018771,107212644,47327079,49662704,,,,
12008,알에프에이치아이씨(주),218410,Dec-18,166893122,178170913,45007437,47306037,65.21,66.18,-4.9,-4.75
12009,알에프에이치아이씨(주),218410,Dec-19,167338832,190853498,48905551,52135823,0.27,7.12,8.66,10.21
12010,압타바이오(주),293780,Dec-19,46766893,11111111.11,0,11111111.11,-72.05,-94.18,-100,-78.69
12011,애경산업(주),18250,Dec-18,264790918,270604640,74770053,76730310,,,,
12012,애경산업(주),18250,Dec-19,283153817,293868996,84539721,87242125,6.93,8.6,13.07,13.7
12013,애경케미칼(주),161000,Dec-12,218796651,301557947,65992840,77088382,-22.73,2.62,-21.94,-11.64
12014,애경케미칼(주),161000,Dec-13,216991406,243014753,65803426,75838633,-0.83,-19.41,-0.29,-1.62
12015,애경케미칼(주),161000,Dec-14,204374836,233108084,82682218,89650730,-5.81,-4.08,25.65,18.21
12016,애경케미칼(주),161000,Dec-15,156514150,171610813,55365454,58940144,-23.42,-26.38,-33.04,-34.26
12017,애경케미칼(주),161000,Dec-16,235515065,249999132,59325263,62998220,50.48,45.68,7.15,6.89
12018,애경케미칼(주),161000,Dec-17,282054321,300363799,80963702,84211743,19.76,20.15,36.47,33.67
12019,애경케미칼(주),161000,Dec-18,253673597,302833174,85510312,88102553,-10.06,0.82,5.62,4.62
12020,애경케미칼(주),161000,Dec-19,270526212,298123438,79219118,84961950,6.64,-1.56,-7.36,-3.56
12021,애니젠(주),196300,Dec-16,19032684,11111111.11,2355948,11111111.11,-92.96,-96.27,-97.03,-86.92
12022,애니젠(주),196300,Dec-17,11738584,11111111.11,3463096,11111111.11,-38.32,,46.99,
12023,애니젠(주),196300,Dec-18,13878540,11111111.11,1927058,11111111.11,18.23,,-44.35,
12024,애니젠(주),196300,Dec-19,9342409,11111111.11,1827193,11111111.11,-32.68,,-5.18,
12025,애머릿지코퍼레이션,900100,Dec-11,38862316,33818406,8779232,13030077,315.98,204.37,380.48,17.27
12026,애머릿지코퍼레이션,900100,Dec-12,30386846,30995799,8572178,12003481,-21.81,-8.35,-2.36,-7.88
12027,애머릿지코퍼레이션,900100,Dec-13,22285912,24052139,7955076,10221186,-26.66,-22.4,-7.2,-14.85
12028,애머릿지코퍼레이션,900100,Dec-14,23096329,23815677,6565423,9056840,3.64,-0.98,-17.47,-11.39
12029,애머릿지코퍼레이션,900100,Dec-15,36954546,37981085,7047190,13072932,60,59.48,7.34,44.34
12030,애머릿지코퍼레이션,900100,Dec-16,60832552,36897725,5559890,7927578,64.61,-2.85,-21.1,-39.36
12031,애머릿지코퍼레이션,900100,Dec-17,50174029,44819873,4675221,4675221,-17.52,21.47,-15.91,-41.03
12032,애머릿지코퍼레이션,900100,Dec-18,54994084,31683330,286096,431233,9.61,-29.31,-93.88,-90.78
12033,애머릿지코퍼레이션,900100,Dec-19,43296659,20629004,4337989,8244294,-21.27,-34.89,1416.27,1811.8
12034,앱클론(주),174900,Dec-17,17563004,11111111.11,18213,11111111.11,-59.44,-46.14,-99.58,34.77
12035,앱클론(주),174900,Dec-18,22216584,11111111.11,17964,11111111.11,26.5,,-1.37,
12036,앱클론(주),174900,Dec-19,31101951,11111111.11,32652,11111111.11,39.99,,81.76,
12037,어보브반도체(주),102120,Dec-11,22421897,34679414,11344807,14477692,-27.91,212.11,34644.6,30.3
12038,어보브반도체(주),102120,Dec-12,21996527,36607366,11861973,15984395,-1.9,5.56,4.56,10.41
12039,어보브반도체(주),102120,Dec-13,44797540,44397826,16272622,18947945,103.66,21.28,37.18,18.54
12040,어보브반도체(주),102120,Dec-14,44902464,44437225,16010284,18056291,0.23,0.09,-1.61,-4.71
12041,어보브반도체(주),102120,Dec-15,48289681,47723093,11530117,13885975,7.54,7.39,-27.98,-23.1
12042,어보브반도체(주),102120,Dec-16,57530217,57023252,10296129,12425402,19.14,19.49,-10.7,-10.52
12043,어보브반도체(주),102120,Dec-17,55816761,55207336,13948702,16357075,-2.98,-3.18,35.48,31.64
12044,어보브반도체(주),102120,Dec-18,60280956,60116324,12870604,14064324,8,8.89,-7.73,-14.02
12045,어보브반도체(주),102120,Dec-19,73471224,72451165,15833616,18379058,21.88,20.52,23.02,30.68
12046,에스넷시스템(주),38680,Dec-11,61570063,80680517,9438573,10572385,-16.2,11.36,-40.39,-42.48
12047,에스넷시스템(주),38680,Dec-12,51375069,74633133,9988355,11135598,-16.56,-7.5,5.82,5.33
12048,에스넷시스템(주),38680,Dec-13,65608110,93533568,13560009,17489695,27.7,25.32,35.76,57.06
12049,에스넷시스템(주),38680,Dec-14,69302364,104838239,9894907,16319377,5.63,12.09,-27.03,-6.69
12050,에스넷시스템(주),38680,Dec-15,68550992,111119648,8837126,12133562,-1.08,5.99,-10.69,-25.65
12051,에스넷시스템(주),38680,Dec-16,76567655,121442993,4676073,7560108,11.69,9.29,-47.09,-37.69
12052,에스넷시스템(주),38680,Dec-17,91435126,125392485,10866676,14287524,19.42,3.25,132.39,88.99
12053,에스넷시스템(주),38680,Dec-18,84268999,123405951,8559280,11055271,-7.84,-1.58,-21.23,-22.62
12054,에스넷시스템(주),38680,Dec-19,98881584,144760704,23164847,25305890,17.34,17.3,170.64,128.9
12055,에스디엔(주),99220,Dec-11,114514994,108909329,10729108,10729108,15.81,-24.77,-53.68,-57.6
12056,에스디엔(주),99220,Dec-12,54528432,50323637,11256491,11256491,-52.38,-53.79,4.92,4.92
12057,에스디엔(주),99220,Dec-13,41378675,38850495,7619435,7619435,-24.12,-22.8,-32.31,-32.31
12058,에스디엔(주),99220,Dec-14,36224436,35867128,9407870,9407870,-12.46,-7.68,23.47,23.47
12059,에스디엔(주),99220,Dec-15,19823896,20628043,8171460,8171460,-45.27,-42.49,-13.14,-13.14
12060,에스디엔(주),99220,Dec-16,18974322,18735038,8058024,8058024,-4.29,-9.18,-1.39,-1.39
12061,에스디엔(주),99220,Dec-17,32649483,32497018,7332692,7332692,72.07,73.46,-9,-9
12062,에스디엔(주),99220,Dec-18,38933747,39045610,7489153,7489153,19.25,20.15,2.13,2.13
12063,에스디엔(주),99220,Dec-19,48337090,48161407,13091300,13091300,24.15,23.35,74.8,74.8
12064,에스맥(주),97780,Dec-11,121546350,122340877,10897254,30591284,151.46,154.02,-16.76,133.68
12065,에스맥(주),97780,Dec-12,105999285,116480313,10618317,23951732,-12.79,-4.79,-2.56,-21.7
12066,에스맥(주),97780,Dec-13,119303718,119123150,12903897,21804794,12.55,2.27,21.52,-8.96
12067,에스맥(주),97780,Dec-14,82380460,75512705,3979794,16590316,-30.95,-36.61,-69.16,-23.91
12068,에스맥(주),97780,Dec-15,60528401,67141240,2423183,10809077,-26.53,-11.09,-39.11,-34.85
12069,에스맥(주),97780,Dec-16,84132987,81669373,1418212,6738171,39,21.64,-41.47,-37.66
12070,에스맥(주),97780,Dec-17,88481738,89975159,2848936,7929693,5.17,10.17,100.88,17.68
12071,에스맥(주),97780,Dec-18,107534328,145950915,199894,18638097,21.53,62.21,-92.98,135.04
12072,에스맥(주),97780,Dec-19,132505239,176866282,1432650,20474548,23.22,21.18,616.7,9.85
12073,에스비더블유생명과학(주),151910,Dec-12,48630101,64291410,10604645,16749809,-63.3,-63.65,640.21,-18.19
12074,에스비더블유생명과학(주),151910,Dec-13,83339499,82826018,30907825,36737954,71.37,28.83,191.46,119.33
12075,에스비더블유생명과학(주),151910,Dec-14,93937776,90258247,44376739,50126945,12.72,8.97,43.58,36.44
12076,에스비더블유생명과학(주),151910,Dec-15,106309692,99032596,53224736,59744640,13.17,9.72,19.94,19.19
12077,에스비더블유생명과학(주),151910,Dec-16,30321187,37093082,4666850,4926235,-71.48,-62.54,-91.23,-91.75
12078,에스비더블유생명과학(주),151910,Dec-17,39564989,45409378,4961633,5661875,30.49,22.42,6.32,14.93
12079,에스비더블유생명과학(주),151910,Dec-18,42640568,39352365,3273924,6126075,7.77,-13.34,-34.02,8.2
12080,에스비더블유생명과학(주),151910,Dec-19,55442512,31287941,3166232,8338798,30.02,-20.49,-3.29,36.12
12081,에스비아이핀테크솔루션즈(주),950110,Mar-13,31625971,117512530,0,0,-42.96,275.58,-100,-100
12082,에스비아이핀테크솔루션즈(주),950110,Mar-14,22973807,79498659,0,0,-27.36,-32.35,,
12083,에스비아이핀테크솔루션즈(주),950110,Mar-15,17402030,84348829,0,2033,-24.25,6.1,,inf
12084,에스비아이핀테크솔루션즈(주),950110,Mar-16,12357226,92458082,0,1334,-28.99,9.61,,-34.38
12085,에스비아이핀테크솔루션즈(주),950110,Mar-17,13044552,105561193,0,7203,5.56,14.17,,439.96
12086,에스비아이핀테크솔루션즈(주),950110,Mar-18,13168585,221471610,0,16426,0.95,109.8,,128.04
12087,에스비아이핀테크솔루션즈(주),950110,Mar-19,15121500,275397592,0,19018,14.83,24.35,,15.78
12088,에스씨아이평가정보(주),36120,Dec-11,9442325,11111111.11,0,11111111.11,-37.56,-95.97,,58324.18
12089,에스씨아이평가정보(주),36120,Dec-12,8733231,11111111.11,0,11111111.11,-7.51,,,
12090,에스씨아이평가정보(주),36120,Dec-13,9603434,11111111.11,0,11111111.11,9.96,,,
12091,에스씨아이평가정보(주),36120,Dec-14,9111676,11111111.11,0,11111111.11,-5.12,,,
12092,에스씨아이평가정보(주),36120,Dec-15,10408625,11111111.11,0,11111111.11,14.23,,,
12093,에스씨아이평가정보(주),36120,Dec-16,5216644,10243313,0,0,-49.88,,,
12094,에스씨아이평가정보(주),36120,Dec-17,6352299,15787927,0,0,21.77,54.13,,
12095,에스씨아이평가정보(주),36120,Dec-18,10421331,17300377,0,0,64.06,9.58,,
12096,에스씨아이평가정보(주),36120,Dec-19,17366059,25327348,0,0,66.64,46.4,,
12097,에스엔유프리시젼(주),80000,Dec-11,78156277,11111111.11,5104050,11111111.11,350.05,-56.13,inf,inf
12098,에스엔유프리시젼(주),80000,Dec-12,60160621,11111111.11,3528175,11111111.11,-23.03,,-30.87,
12099,에스엔유프리시젼(주),80000,Dec-13,68111599,11111111.11,3729453,11111111.11,13.22,,5.7,
12100,에스엔유프리시젼(주),80000,Dec-14,63486234,11111111.11,3457125,11111111.11,-6.79,,-7.3,
12101,에스엔유프리시젼(주),80000,Dec-15,66820041,11111111.11,2280061,11111111.11,5.25,,-34.05,
12102,에스엔유프리시젼(주),80000,Dec-16,75976971,11111111.11,1565306,11111111.11,13.7,,-31.35,
12103,에스엔유프리시젼(주),80000,Dec-17,97101061,11111111.11,665168,11111111.11,27.8,,-57.51,
12104,에스엔유프리시젼(주),80000,Dec-18,89190982,89502698,8102304,8098834,-8.15,,1118.08,
12105,에스엔유프리시젼(주),80000,Dec-19,98177858,98680747,13667931,13667931,10.08,10.25,68.69,68.76
12106,에스엔케이폴리텍(주),91340,Dec-11,28432300,11111111.11,4553660,11111111.11,-71.04,-88.74,-66.68,-18.71
12107,에스엔케이폴리텍(주),91340,Dec-12,23764125,11111111.11,4249980,11111111.11,-16.42,,-6.67,
12108,에스엔케이폴리텍(주),91340,Dec-13,31383729,36238479,4220311,6509182,32.06,,-0.7,
12109,에스엔케이폴리텍(주),91340,Dec-14,36668278,40014924,2521005,5579182,16.84,10.42,-40.26,-14.29
12110,에스엔케이폴리텍(주),91340,Dec-15,54721553,56687888,2545771,5286615,49.23,41.67,0.98,-5.24
12111,에스엔케이폴리텍(주),91340,Dec-16,40496715,71517039,2743407,10471517,-25.99,26.16,7.76,98.08
12112,에스엔케이폴리텍(주),91340,Dec-17,38717653,97749488,2619494,26829486,-4.39,36.68,-4.52,156.21
12113,에스엔케이폴리텍(주),91340,Dec-18,35346474,89557908,4018650,31929528,-8.71,-8.38,53.41,19.01
12114,에스엔케이폴리텍(주),91340,Dec-19,39133977,128634639,3907629,37747585,10.72,43.63,-2.76,18.22
12115,에스엘(주),5850,Mar-11,410178466,563715691,31126086,83259960,948.14,338.23,696.55,120.57
12116,에스엘(주),5850,Dec-12,326975066,532266125,38393776,102860446,-20.28,-5.58,23.35,23.54
12117,에스엘(주),5850,Dec-13,330935378,589722290,41119782,103121422,1.21,10.79,7.1,0.25
12118,에스엘(주),5850,Dec-14,387549698,699305502,51528739,139318555,17.11,18.58,25.31,35.1
12119,에스엘(주),5850,Dec-15,440718398,766545101,56317661,137862683,13.72,9.62,9.29,-1.04
12120,에스엘(주),5850,Dec-16,447383946,804533067,55860064,145818314,1.51,4.96,-0.81,5.77
12121,에스엘(주),5850,Dec-17,455671558,793899784,58184958,142917886,1.85,-1.32,4.16,-1.99
12122,에스엘(주),5850,Dec-18,483000430,883431604,69909674,170253629,6,11.28,20.15,19.13
12123,에스엘(주),5850,Dec-19,960594333,1399218046,120527554,247838975,98.88,58.38,72.4,45.57
12124,에스와이(주),109610,Dec-15,54994664,99736491,6111635,18001400,-94.27,-92.87,-94.93,-92.74
12125,에스와이(주),109610,Dec-16,72716518,129626962,9106939,38872340,32.22,29.97,49.01,115.94
12126,에스와이(주),109610,Dec-17,134021436,167243215,21126803,45965040,84.31,29.02,131.99,18.25
12127,에스와이(주),109610,Dec-18,125698664,169238714,28407989,55258109,-6.21,1.19,34.46,20.22
12128,에스와이(주),109610,Dec-19,131720945,176417651,24281591,55854662,4.79,4.24,-14.53,1.08
12129,에스지씨에너지(주),5090,Dec-11,146430837,11111111.11,57662305,11111111.11,11.17,-93.7,137.47,-80.11
12130,에스지씨에너지(주),5090,Dec-12,157299175,11111111.11,68980341,11111111.11,7.42,,19.63,
12131,에스지씨에너지(주),5090,Dec-13,216593693,223495455,87432142,90506170,37.7,,26.75,
12132,에스지씨에너지(주),5090,Dec-14,221744649,232458146,105356565,109588931,2.38,4.01,20.5,21.08
12133,에스지씨에너지(주),5090,Dec-15,240382592,249133044,121527655,128055765,8.41,7.17,15.35,16.85
12134,에스지씨에너지(주),5090,Dec-16,232308321,242471696,123282025,131970135,-3.36,-2.67,1.44,3.06
12135,에스지씨에너지(주),5090,Dec-17,239796301,246744212,105333400,109948188,3.22,1.76,-14.56,-16.69
12136,에스지씨에너지(주),5090,Dec-18,191453145,197394639,71138708,74429944,-20.16,-20,-32.46,-32.3
12137,에스지씨에너지(주),5090,Dec-19,171830684,177959356,67496865,71525607,-10.25,-9.85,-5.12,-3.9
12138,에스지씨이테크건설(주),16250,Dec-11,180517818,186559864,278880,334392,5.06,4.83,-99.59,-99.53
12139,에스지씨이테크건설(주),16250,Dec-12,247408368,266895664,278880,1873464,37.05,43.06,0,460.26
12140,에스지씨이테크건설(주),16250,Dec-13,232391324,313006063,278880,4774520,-6.07,17.28,0,154.85
12141,에스지씨이테크건설(주),16250,Dec-14,250110180,297727983,216359,5797171,7.62,-4.88,-22.42,21.42
12142,에스지씨이테크건설(주),16250,Dec-15,186598748,244175824,0,2812798,-25.39,-17.99,-100,-51.48
12143,에스지씨이테크건설(주),16250,Dec-16,208002996,337599988,0,10569827,11.47,38.26,,275.78
12144,에스지씨이테크건설(주),16250,Dec-17,394968860,569593404,0,28908248,89.89,68.72,,173.5
12145,에스지씨이테크건설(주),16250,Dec-18,487313714,629820151,25614051,83888076,23.38,10.57,inf,190.19
12146,에스지씨이테크건설(주),16250,Dec-19,493381202,659799553,32881952,78623144,1.25,4.76,28.37,-6.28
12147,에스지에이(주),49470,Dec-11,18017799,20907637,924934,924934,-96.35,-96.83,-97.19,-98.82
12148,에스지에이(주),49470,Dec-12,29380659,32855692,5405084,5115605,63.06,57.15,484.38,453.08
12149,에스지에이(주),49470,Dec-13,33056296,50020266,1615523,1985673,12.51,52.24,-70.11,-61.18
12150,에스지에이(주),49470,Dec-14,36395430,53832901,3319972,3858228,10.1,7.62,105.5,94.3
12151,에스지에이(주),49470,Dec-15,37772971,72426278,1055957,10869240,3.78,34.54,-68.19,181.72
12152,에스지에이(주),49470,Dec-16,35967279,97348616,3730850,13228491,-4.78,34.41,253.31,21.71
12153,에스지에이(주),49470,Dec-17,35833311,81394443,3170288,11783791,-0.37,-16.39,-15.03,-10.92
12154,에스지에이(주),49470,Dec-18,32963800,72299333,2840902,8000743,-8.01,-11.17,-10.39,-32.1
12155,에스지에이(주),49470,Dec-19,19877026,40092143,1397450,3037804,-39.7,-44.55,-50.81,-62.03
12156,에스지에이솔루션즈(주),184230,Jun-14,11111111.11,11111111.11,11111111.11,11111111.11,-44.1,-72.29,695.1,265.76
12157,에스지에이솔루션즈(주),184230,Jun-15,25431496,27418523,1205168,1205168,,,,
12158,에스지에이솔루션즈(주),184230,Dec-16,30643516,58467636,6417830,9161776,20.49,113.24,432.53,660.21
12159,에스지에이솔루션즈(주),184230,Dec-17,25295456,48203385,6785559,8362054,-17.45,-17.56,5.73,-8.73
12160,에스지에이솔루션즈(주),184230,Dec-18,20780352,40167405,3573520,5159842,-17.85,-16.67,-47.34,-38.29
12161,에스지에이솔루션즈(주),184230,Dec-19,16401062,25988485,1237365,1331582,-21.07,-35.3,-65.37,-74.19
12162,에스지이(주),255220,Dec-18,101372031,109053009,1455148,2598311,518.08,319.62,17.6,95.13
12163,에스지이(주),255220,Dec-19,104441434,115742330,1981534,3324242,3.03,6.13,36.17,27.94
12164,에스케이(주),34730,Dec-11,929173145,973076742,141305,1047051,789.66,740.73,-92.87,-68.5
12165,에스케이(주),34730,Dec-12,976038990,1194050978,343512,58231729,5.04,22.71,143.1,5461.5
12166,에스케이(주),34730,Dec-13,832896482,988336757,80325146,83675410,-14.67,-17.23,23283.51,43.69
12167,에스케이(주),34730,Dec-14,687736775,927127515,76234201,141779521,-17.43,-6.19,-5.09,69.44
12168,에스케이(주),34730,Dec-15,741070000,29765131000,83198000,5643327000,7.75,3110.47,9.13,3880.35
12169,에스케이(주),34730,Dec-16,784945000,32450042000,98580000,6018855000,5.92,9.02,18.49,6.65
12170,에스케이(주),34730,Dec-17,832174000,35198911000,785000,8177933000,6.02,8.47,-99.2,35.87
12171,에스케이(주),34730,Dec-18,767217000,37128397000,172000,8992740000,-7.81,5.48,-78.09,9.96
12172,에스케이(주),34730,Dec-19,782375000,40029148000,147000,9138361000,1.98,7.81,-14.53,1.62
12173,에스케이가스(주),18670,Dec-11,1002463948,1098040822,319233247,319177931,28.13,-97.26,217065.47,-96.51
12174,에스케이가스(주),18670,Dec-12,1599355262,1901721677,405239143,405176733,59.54,73.19,26.94,26.94
12175,에스케이가스(주),18670,Dec-13,1190357257,1533339445,319599971,319530244,-25.57,-19.37,-21.13,-21.14
12176,에스케이가스(주),18670,Dec-14,824302514,1299012586,213825276,326325305,-30.75,-15.28,-33.1,2.13
12177,에스케이가스(주),18670,Dec-15,787198768,1466575468,186755091,599655701,-4.5,12.9,-12.66,83.76
12178,에스케이가스(주),18670,Dec-16,897850532,1980011042,131724787,393550533,14.06,35.01,-29.47,-34.37
12179,에스케이가스(주),18670,Dec-17,1142989200,2106455293,228803002,548411278,27.3,6.39,73.7,39.35
12180,에스케이가스(주),18670,Dec-18,1173890555,1609767814,178088520,305724973,2.7,-23.58,-22.17,-44.25
12181,에스케이가스(주),18670,Dec-19,1320993476,1713781802,243618479,377511628,12.53,6.46,36.8,23.48
12182,에스케이네트웍스(주),1740,Dec-11,4512502631,5203187909,1097442297,1331634700,241.6,203.61,350.48,252.74
12183,에스케이네트웍스(주),1740,Dec-12,4315426907,5098454747,1157080046,1432551314,-4.37,-2.01,5.43,7.58
12184,에스케이네트웍스(주),1740,Dec-13,3802563771,4464934694,806527173,979452191,-11.88,-12.43,-30.3,-31.63
12185,에스케이네트웍스(주),1740,Dec-14,3645215668,4292658691,754453600,948187291,-4.14,-3.86,-6.46,-3.19
12186,에스케이네트웍스(주),1740,Dec-15,3401468974,3923275208,1006337178,1141744144,-6.69,-8.61,33.39,20.41
12187,에스케이네트웍스(주),1740,Dec-16,2870083563,3418741473,417150023,550070860,-15.62,-12.86,-58.55,-51.82
12188,에스케이네트웍스(주),1740,Dec-17,2018185000,2609399000,539719000,635348000,-29.68,-23.67,29.38,15.5
12189,에스케이네트웍스(주),1740,Dec-18,2672996000,3253164000,841599000,1008017000,32.45,24.67,55.93,58.66
12190,에스케이네트웍스(주),1740,Dec-19,3178879000,3965679000,577113000,731912000,18.93,21.9,-31.43,-27.39
12191,에스케이디스커버리(주),6120,Dec-11,631159236,1812682771,224972275,555313294,-80.15,-54.29,-61.02,-24.13
12192,에스케이디스커버리(주),6120,Dec-12,642506626,2613434128,239855146,653391356,1.8,44.17,6.62,17.66
12193,에스케이디스커버리(주),6120,Dec-13,677638720,2270812975,252481703,581769879,5.47,-13.11,5.26,-10.96
12194,에스케이디스커버리(주),6120,Dec-14,625451085,2045618884,275241880,647230205,-7.7,-9.92,9.01,11.25
12195,에스케이디스커버리(주),6120,Dec-15,696264685,2374138801,200142049,882096914,11.32,16.06,-27.29,36.29
12196,에스케이디스커버리(주),6120,Dec-16,535522144,2682065632,175601898,665324557,-23.09,12.97,-12.26,-24.57
12197,에스케이디스커버리(주),6120,Dec-17,32249676,2201964507,0,574459893,-93.98,-17.9,-100,-13.66
12198,에스케이디스커버리(주),6120,Dec-18,67423801,1772394769,0,347679102,109.07,-19.51,,-39.48
12199,에스케이디스커버리(주),6120,Dec-19,160695856,2014933433,0,427900737,138.34,13.68,,23.07
12200,에스케이디앤디(주),210980,Dec-15,243156555,574154243,150328658,427483763,51.31,-71.51,inf,-0.1
12201,에스케이디앤디(주),210980,Dec-16,472610974,801906137,257001207,267839353,94.36,39.67,70.96,-37.35
12202,에스케이디앤디(주),210980,Dec-17,621319622,702144852,321159342,321185141,31.47,-12.44,24.96,19.92
12203,에스케이디앤디(주),210980,Dec-18,904083303,914308368,470448679,470416012,45.51,30.22,46.48,46.46
12204,에스케이디앤디(주),210980,Dec-19,657788154,818201932,393889443,437678209,-27.24,-10.51,-16.27,-6.96
12205,에스케이렌터카(주),68400,Dec-12,48529693,58196087,6142654,8042797,-92.62,-92.89,-98.44,-98.16
12206,에스케이렌터카(주),68400,Dec-13,54081798,64315271,8473629,9942862,11.44,10.51,37.95,23.62
12207,에스케이렌터카(주),68400,Dec-14,55972274,66147764,8584428,11061108,3.5,2.85,1.31,11.25
12208,에스케이렌터카(주),68400,Dec-15,72498001,87611949,6205582,11152121,29.52,32.45,-27.71,0.82
12209,에스케이렌터카(주),68400,Dec-16,111485863,119909485,5810220,6935195,53.78,36.86,-6.37,-37.81
12210,에스케이렌터카(주),68400,Dec-17,83995916,92601930,6042552,7844836,-24.66,-22.77,4,13.12
12211,에스케이렌터카(주),68400,Dec-18,94880223,96556629,7788191,7788191,12.96,4.27,28.89,-0.72
12212,에스케이렌터카(주),68400,Dec-19,187106761,195238367,21375463,21375463,97.2,102.2,174.46,174.46
12213,에스케이씨(주),11790,Dec-11,460919757,828996590,178896384,300485472,146.34,324.61,736.92,1305.75
12214,에스케이씨(주),11790,Dec-12,458031239,789291850,206320716,344281857,-0.63,-4.79,15.33,14.58
12215,에스케이씨(주),11790,Dec-13,464150463,805439068,198642179,324533616,1.34,2.05,-3.72,-5.74
12216,에스케이씨(주),11790,Dec-14,536701851,940825884,158174693,325590805,15.63,16.81,-20.37,0.33
12217,에스케이씨(주),11790,Dec-15,388683934,787109120,138948018,283755028,-27.58,-16.34,-12.16,-12.85
12218,에스케이씨(주),11790,Dec-16,387493931,801499332,124750313,253488994,-0.31,1.83,-10.22,-10.67
12219,에스케이씨(주),11790,Dec-17,317931810,897152437,129232074,299316350,-17.95,11.93,3.59,18.08
12220,에스케이씨(주),11790,Dec-18,333397556,910124832,153877626,353201995,4.86,1.45,19.07,18
12221,에스케이씨(주),11790,Dec-19,378434829,992719762,148290116,385658113,13.51,9.08,-3.63,9.19
12222,에스케이케미칼(주),285130,Dec-18,456676262,717166310,213626086,328951762,20.68,-27.76,44.06,-14.7
12223,에스케이케미칼(주),285130,Dec-19,583836269,792022789,259448122,330606088,27.84,10.44,21.45,0.5
12224,에스케이텔레콤(주),17670,Dec-11,3948077706,6117478958,8407299,219589981,576.23,672.39,-96.76,-33.58
12225,에스케이텔레콤(주),17670,Dec-12,2589699186,5294420978,15994537,242145567,-34.41,-13.45,90.25,10.27
12226,에스케이텔레콤(주),17670,Dec-13,2817782116,5123415405,24595750,177120481,8.81,-3.23,53.78,-26.85
12227,에스케이텔레콤(주),17670,Dec-14,2689913000,5083148000,23694000,267667000,-4.54,-0.79,-3.67,51.12
12228,에스케이텔레콤(주),17670,Dec-15,2713529000,5160242000,45991000,273556000,0.88,1.52,94.1,2.2
12229,에스케이텔레콤(주),17670,Dec-16,3661115000,5996628000,32479000,259846000,34.92,16.21,-29.38,-5.01
12230,에스케이텔레콤(주),17670,Dec-17,3768098000,6201799000,29837000,272403000,2.92,3.42,-8.13,4.83
12231,에스케이텔레콤(주),17670,Dec-18,4679378000,7958839000,22079000,288053000,24.18,28.33,-26,5.75
12232,에스케이텔레콤(주),17670,Dec-19,5011363000,8102294000,11125000,162882000,7.09,1.8,-49.61,-43.45
12233,에스케이하이닉스(주),660,Dec-11,4307194000,4936850000,928891000,1183608000,-14.05,-39.07,8249.58,626.67
12234,에스케이하이닉스(주),660,Dec-12,4695907000,5313573000,1199485000,1509331000,9.02,7.63,29.13,27.52
12235,에스케이하이닉스(주),660,Dec-13,5798909000,6653124000,920590000,1178300000,23.49,25.21,-23.25,-21.93
12236,에스케이하이닉스(주),660,Dec-14,8641074000,10363514000,1217282000,1497563000,49.01,55.77,32.23,27.1
12237,에스케이하이닉스(주),660,Dec-15,8421984000,9760030000,1407614000,1923376000,-2.54,-5.82,15.64,28.43
12238,에스케이하이닉스(주),660,Dec-16,7933301000,9838982000,1698723000,2026198000,-5.8,0.81,20.68,5.35
12239,에스케이하이닉스(주),660,Dec-17,15338930000,17310444000,2224740000,2640439000,93.35,75.94,30.97,30.31
12240,에스케이하이닉스(주),660,Dec-18,15897819000,19894146000,3721521000,4422733000,3.64,14.93,67.28,67.5
12241,에스케이하이닉스(주),660,Dec-19,11725531000,14457602000,4354732000,5295835000,-26.24,-27.33,17.01,19.74
12242,에스텍(주),69510,Dec-11,66536127,104792421,5718981,26733946,-99.43,-99.28,-99.87,-99.5
12243,에스텍(주),69510,Dec-12,70088116,105213274,5534890,23359967,5.34,0.4,-3.22,-12.62
12244,에스텍(주),69510,Dec-13,72407001,116786773,5937744,25089611,3.31,11,7.28,7.4
12245,에스텍(주),69510,Dec-14,84998843,136972281,7283563,33117653,17.39,17.28,22.67,32
12246,에스텍(주),69510,Dec-15,73879416,139610624,6947088,36001351,-13.08,1.93,-4.62,8.71
12247,에스텍(주),69510,Dec-16,82561063,150537793,7130731,33246149,11.75,7.83,2.64,-7.65
12248,에스텍(주),69510,Dec-17,80125021,143606359,5733371,32720060,-2.95,-4.6,-19.6,-1.58
12249,에스텍(주),69510,Dec-18,93560792,156098768,6470749,36022632,16.77,8.7,12.86,10.09
