회사명,거래소코드,회계년도,매출액(수익)(*)(IFRS),매출액(수익)(*)(IFRS연결),자산(*)(IFRS),자산(*)(IFRS연결),매출원가(*)(IFRS),매출원가(*)(IFRS연결),재고자산(*)(IFRS),재고자산(*)(IFRS연결),유형자산(*)(IFRS),유형자산(*)(IFRS연결),자본(*)(IFRS),자본(*)(IFRS연결),유동자산(*)(IFRS),유동자산(*)(IFRS연결),유동부채(*)(IFRS),유동부채(*)(IFRS연결),매출채권(IFRS),매출채권(IFRS연결),매입채무(IFRS연결),매입채무(IFRS),부채(*)(IFRS),부채(*)(IFRS연결)
국일제지(주),078130,2013/12,52618557,107403122,72049453,125124563,42622007,96808750,11536678,25704689,20450184,61744614,32255491,37281427,29376120,57344538,34095483,61745742,16524110,28376301,6015320,2464726,39793963,87843136
국일제지(주),078130,2014/12,48690355,96901970,67550206,115399598,42005888,89508650,12475187,26525107,19688673,58722596,31013899,30756704,26093432,51468516,31636776,76339958,11804112,21865027,6729794,2640568,36536307,84642894
국일제지(주),078130,2015/12,41456781,,100913988,,35429939,,14605930,,18782720,,50220698,,39475966,,47105143,,11701607,,,2194600,50693290,
국일제지(주),078130,2016/12,40446022,,101989432,,34349763,,12573397,,19125079,,55222999,,41300967,,44815329,,11433751,,,2506673,46766433,
국일제지(주),078130,2017/12,43992705,,106712308,,37857027,,11858674,,18965215,,57715544,,46483660,,47064189,,10207886,,,1792234,48996764,
국일제지(주),078130,2018/12,48707045,,113718999,,43256968,,12922340,,26035161,,55729729,,46699653,,55623899,,9948994,,,5637752,57989270,
국일제지(주),078130,2019/12,83852676,83852676,125482390,125508720,76758032,76758032,24933394,24933394,56028882,57994431,43994455,43996046,48251084,51403515,75555016,75575312,15344994,15344994,8178676,8178676,81487935,81512674
국일제지(주),078130,2020/12,100061026,100061026,126214491,127319696,91170697,91170697,20201440,20201440,68385366,73591627,69213094,69216234,41994089,43149394,49020739,49092042,16537249,16537249,5608545,5608545,57001397,58103462
국제약품(주),002720,2010/03,122564775,,133690700,,62438044,,25305092,,51015893,,71936065,,78481764,,25033496,,49884419,,,9218688,61754635,
국제약품(주),002720,2011/03,131308308,132045610,142506217,142910369,73010175,73540856,23865993,23865993,44436449,44501336,73514422,73872229,89802022,90450987,53685835,53732180,61724869,62039956,8231162,8210057,68991795,69038140
국제약품(주),002720,2012/12,122228356,126768061,114118482,114924400,78642501,82361182,17881542,18092810,39525366,39994615,54884984,55352388,65805957,66706488,53726806,54077401,35537986,36342298,11902369,11648257,59233498,59572012
국제약품(주),002720,2013/12,117282673,120461297,117324062,117430860,71219071,72687893,20465197,21752186,36998909,37312872,58867900,58328922,69724278,70312423,30438998,31086590,42479637,42265874,12321930,11939008,58456162,59101938
국제약품(주),002720,2014/12,117519247,122426377,116584067,117508309,72432588,75259686,23747306,25137592,35631261,36057349,50809168,50853063,71282459,71913309,54693182,55559601,43608683,43233368,13809875,13211912,65774900,66655246
국제약품(주),002720,2015/12,111651493,117636992,132177555,136643778,62598319,64860724,17885789,20167033,60949344,61944479,68053723,68458879,62730587,66557405,28017294,32036508,39864982,40093019,9517020,8904842,64123832,68184899
국제약품(주),002720,2016/12,114992377,120684006,128809637,129455413,64556228,66903453,17478883,17867327,60003561,60129888,67345505,67519224,59807593,60437696,49532858,49931516,35944245,36075873,11111465,10840813,61464132,61936189
국제약품(주),002720,2017/12,122290581,123310224,131023233,131646346,70973281,71838725,16747438,17161676,60502977,60644615,67276822,67778304,58966762,59537269,50483528,50577481,37643441,37337317,11482686,11474582,63746411,63868042
국제약품(주),002720,2018/12,106305203,107681163,125109732,126234896,57955445,58871967,13837452,14183645,61144981,61277407,67712088,68698153,53591580,54559369,48116429,48199752,27430076,27172175,8133910,8109027,57397645,57536743
국제약품(주),002720,2019/12,108709297,111121601,133102192,134593614,56357991,58136153,16296426,16595367,64214202,64359978,59742662,60953953,60161879,61135036,59080611,59250772,23629320,23516691,8607640,8560675,73359530,73639661
국제약품(주),002720,2020/12,126514615,130394721,144011810,145625552,62365814,65590075,21569135,21651887,84465524,84882177,69427898,70498864,49174516,49940202,55168831,55357617,23607892,23422662,7248121,7148683,74583912,75126688
그랜드코리아레저(주),114090,2010/12,482429501,,338224675,,349748293,,6135386,,45275751,,191622115,,237565145,,128062647,,14819497,,,0,146602561,
그랜드코리아레저(주),114090,2011/12,524911870,,376356788,,356839993,,3037127,,35386845,,221318869,,274909521,,146218387,,7888539,,,0,155037919,
그랜드코리아레저(주),114090,2012/12,502404460,,488541049,,315915514,,2708789,,36948198,,331431251,,346040946,,148967639,,14296657,,,0,157109798,
그랜드코리아레저(주),114090,2013/12,561327447,,562914254,,336648069,,2412064,,35476473,,395536495,,435239322,,159606328,,6930666,,,0,167377759,
그랜드코리아레저(주),114090,2014/12,540680448,,651013158,,358629749,,1951915,,38205300,,431411913,,529154441,,204997195,,14825367,,,0,219601245,
그랜드코리아레저(주),114090,2015/12,505663483,,650518244,,350704971,,1837336,,77987872,,456239880,,494009242,,168823977,,6541612,,,21640108,194278364,
그랜드코리아레저(주),114090,2016/12,548230023,,730177649,,364909691,,2009944,,98643013,,518726390,,557605411,,185942766,,9668754,,,0,211451259,
그랜드코리아레저(주),114090,2017/12,501295524,,731904311,,354922783,,2293830,,92958458,,532052448,,566196748,,169546689,,8889587,,,0,199851863,
그랜드코리아레저(주),114090,2018/12,480339214,480339214,765845304,765759332,338685734,339769800,2456505,2456505,85479888,85663880,562024001,562086555,455109823,455583241,168797612,168569817,8356312,11260926,0,0,203821303,203672777
그랜드코리아레저(주),114090,2019/12,490752464,490752464,906069881,909430532,357090945,356614226,2490486,2490486,80485994,80708091,584954011,585172372,453913555,457057708,210084490,211761095,16213129,16213129,0,0,321115870,324258160
그랜드코리아레저(주),114090,2020/12,184462332,184462332,706280227,708445969,239547790,238366745,3653283,3653283,67103459,67290812,485138241,486390297,344798349,347246892,127925149,128840843,10496337,10496337,0,0,221141986,222055672
그레이트리치과기유한공사,900290,2016/06,,164474872,,264915724,,107641396,,2111603,,120471056,,168914664,,138540784,,62964418,,31315219,13459689,,,96001060
그레이트리치과기유한공사,900290,2017/06,,238723143,,367834232,,164179339,,5136174,,147890070,,291526037,,213525844,,51582760,,85637823,17470440,,,76308195
그레이트리치과기유한공사,900290,2018/06,,305440854,,413181697,,225046769,,8371024,,152702844,,342505936,,252628654,,51190790,,95294241,24566690,,,70675761
그레이트리치과기유한공사,900290,2019/06,,368018536,,579832723,,271123023,,11028124,,152791240,,507106657,,398903886,,65200910,,114637529,26790740,,,72726066
그레이트리치과기유한공사,900290,2020/06,,343418920,,623375954,,255458266,,10709921,,315879639,,563343478,,274509246,,59156948,,96828429,21149395,,,60032476
그린케미칼(주),083420,2010/12,169133468,,109288365,,147791842,,10923030,,49056935,,81471846,,58899152,,20827806,,26181844,,,11703854,27816518,
그린케미칼(주),083420,2011/12,177400003,,129851420,,158890652,,9122365,,69673586,,90252133,,58068127,,33549374,,31507389,,,18026127,39599286,
그린케미칼(주),083420,2012/12,217154053,,158667057,,197290735,,14001261,,82005897,,98559437,,69342061,,49698063,,33452380,,,27383470,60107620,
그린케미칼(주),083420,2013/12,242992607,,162058008,,224059059,,11280742,,81799384,,106214115,,67938828,,48161182,,30752172,,,32403404,55843893,
그린케미칼(주),083420,2014/12,251617414,,196396573,,229983922,,15602100,,124177152,,115821491,,62330090,,59575838,,22540580,,,34301195,80575082,
그린케미칼(주),083420,2015/12,219885612,,218566708,,208686659,,18472548,,140634442,,115937049,,67273379,,94520441,,27985464,,,34640651,102629659,
그린케미칼(주),083420,2016/12,243610800,,206368678,,230363625,,14238998,,126700523,,115501770,,72384952,,80685289,,34231601,,,23317221,90866908,
그린케미칼(주),083420,2017/12,253655651,,195270243,,240391216,,17675413,,113275270,,109741658,,74440532,,75584223,,38552538,,,23066906,85528586,
그린케미칼(주),083420,2018/12,254122105,,189074022,,242703695,,24847661,,104802666,,107239350,,77428204,,71468710,,32019197,,,21977599,81834672,
그린케미칼(주),083420,2019/12,231874453,,186816236,,216244886,,23893303,,97026812,,108493854,,81457098,,66102446,,32098695,,,21259840,78322382,
그린케미칼(주),083420,2020/12,242398001,,176839793,,219195155,,18686198,,85483879,,113236137,,82106690,,51605427,,33737384,,,19806794,63603656,
극동유화(주),014530,2010/12,247538448,,160907229,,217199756,,17372634,,33170552,,83354241,,81479260,,68153332,,49063806,,,15199077,77552988,
극동유화(주),014530,2011/12,315587653,,195932757,,281808896,,25331266,,34530269,,92620361,,115412443,,78022755,,72096016,,,19236252,103312396,
극동유화(주),014530,2012/12,333186945,,197891858,,293930733,,21542370,,37617886,,103313033,,116932335,,69665070,,64532123,,,22131450,94578825,
극동유화(주),014530,2013/12,306046653,,195573225,,265672950,,23737245,,38133595,,113519445,,109836599,,70752761,,60490285,,,21139281,82053780,
극동유화(주),014530,2014/12,286401863,291576813,185129607,188576260,251265405,256222531,27676835,27676835,38059472,38059969,117961627,119668332,109728958,111319947,60245709,61602516,55097573,56043947,16544299,16544299,67167980,68907928
극동유화(주),014530,2015/12,256079390,262018391,179862275,187471506,215849305,221072642,21555981,21555981,38327940,38328229,129767925,130516205,94581274,96019952,45399687,46174583,48789702,49296241,13228628,13228628,50094350,56955301
극동유화(주),014530,2016/12,234721664,239781642,185279009,191718877,195565724,200305447,15982394,15982394,41424881,41424950,140260083,139880976,103091721,110011699,39068736,39879310,44068939,44779727,11764578,11764578,45018926,51837900
극동유화(주),014530,2017/12,361599601,490067711,261352253,268503821,328846808,453840154,22216239,22216239,54858072,54858883,147759692,148390946,127855722,134844002,60888401,61804689,58997786,59536469,17501670,17501670,113592561,120112874
극동유화(주),014530,2018/12,829436733,830880010,271487530,280142460,783803806,785383663,19676562,19676562,64781438,64781960,156832696,159930221,119854969,126806827,68917949,68911775,61510856,61773620,17736026,17736026,114654835,120212239
극동유화(주),014530,2019/12,792464465,795562281,280636684,289929212,747163511,750024149,24884800,24884800,71024611,76216655,164528079,169282719,115261819,118470813,80550135,80661972,63741480,64339711,19316164,19316164,116108605,120646493
극동유화(주),014530,2020/12,617375342,622861175,263577821,292655448,576052944,580919345,18879381,18879381,71032913,108574203,166028240,172746444,107198797,111332378,73046770,82518295,50124915,50856085,13157322,13157322,97549581,119909003
글로벌에스엠테크리미티드,900070,2010/12,,98301085,,103161724,,71913618,,10834350,,31957777,,83329247,,67147904,,17457554,,28154716,10320810,,,19832476
글로벌에스엠테크리미티드,900070,2011/12,,89400565,,105638054,,68612711,,9488575,,32003274,,87858721,,70983693,,16739386,,28013587,8763638,,,17779333
글로벌에스엠테크리미티드,900070,2012/12,,82825379,,103837701,,63174777,,8361971,,30868354,,81688766,,69970715,,19428975,,23410786,8995101,,,22148935
글로벌에스엠테크리미티드,900070,2013/12,,80729012,,105895567,,61257219,,8839649,,31996848,,82725582,,70812479,,18609212,,21838505,9346526,,,23169986
글로벌에스엠테크리미티드,900070,2014/12,,69100639,,105604612,,51559111,,8081917,,27130693,,79927866,,68009871,,20598676,,19923129,9731741,,,25676747
글로벌에스엠테크리미티드,900070,2015/12,,80988541,,146503560,,61790748,,16815131,,43432880,,87174538,,90284776,,35925672,,26017353,13902646,,,59329021
글로벌에스엠테크리미티드,900070,2016/12,,109514967,,145926656,,79865347,,16645266,,39638365,,92939840,,94845169,,30960249,,23340883,11032881,,,52986816
글로벌에스엠테크리미티드,900070,2017/12,,104699595,,134638858,,77304779,,16064066,,35531880,,91584288,,89686115,,24713122,,25677246,10349996,,,43054570
글로벌에스엠테크리미티드,900070,2018/12,,103471394,,130722918,,77159064,,16534713,,34802349,,89479264,,82239521,,25307060,,24428790,12789979,,,41243654
글로벌에스엠테크리미티드,900070,2019/12,,109293207,,131445124,,80791455,,16465489,,34145031,,93092820,,83907547,,24358019,,25146058,13619434,,,38352304
글로벌에스엠테크리미티드,900070,2020/12,,99195329,,139596739,,72234532,,17130209,,38082956,,95606867,,88561968,,26376302,,26348114,15852979,,,43989872
글로벌텍스프리(주),204620,2014/12,,,,,,,,,,,,,,,,,,,,,,
글로벌텍스프리(주),204620,2015/12,,,,,,,,,,,,,,,,,,,,,,
글로벌텍스프리(주),204620,2016/12,,,,,,,,,,,,,,,,,,,,,,
글로벌텍스프리(주),204620,2017/12,28128565,32962878,75617960,75947981,0,0,0,0,2528862,3544052,68498334,64041953,53145811,60824952,5532456,7686387,0,0,0,0,7119625,11906028
글로벌텍스프리(주),204620,2018/12,33387350,41536412,111326849,112165202,0,0,0,0,1972090,3125798,77000947,73914922,86845447,99375715,8143525,9950195,0,0,0,0,34325901,38250280
글로벌텍스프리(주),204620,2019/12,48398852,59766505,121858457,126536404,0,0,0,0,6575593,7860559,78399669,72902531,86508682,101718783,15021547,20542653,0,0,0,0,43458788,53633873
글로벌텍스프리(주),204620,2020/12,7942923,10184010,89187671,106469013,0,0,0,2088859,2963019,4713938,74526377,80799417,17753940,52200137,13447755,20374138,0,1005071,0,0,14661294,25669596
글로본(주),019660,2010/03,,,,,,,,,,,,,,,,,,,,,,
글로본(주),019660,2011/03,,,,,,,,,,,,,,,,,,,,,,
글로본(주),019660,2012/03,,,,,,,,,,,,,,,,,,,,,,
글로본(주),019660,2013/03,,,,,,,,,,,,,,,,,,,,,,
글로본(주),019660,2014/03,,,,,,,,,,,,,,,,,,,,,,
글로본(주),019660,2015/03,,,,,,,,,,,,,,,,,,,,,,
글로본(주),019660,2016/03,,,,,,,,,,,,,,,,,,,,,,
글로본(주),019660,2017/12,7109864,,28697292,,4094828,,862551,,1279600,,23949540,,7482951,,1565749,,3482084,,,339906,4747752,
글로본(주),019660,2018/12,29814829,,47555586,,21943840,,768694,,791096,,28008748,,25614423,,19146838,,7744010,,,1970638,19546838,
글로본(주),019660,2019/12,10307315,,33229332,,7658218,,363242,,3696760,,20766735,,12727833,,11315073,,3659346,,,110820,12462597,
글로본(주),019660,2020/12,4217914,,36047902,,3561238,,153409,,2241102,,17676317,,17606539,,18038574,,3412036,,,752105,18371585,
금강공업(주),014280,2010/12,271484803,282283135,373508001,408880482,230011830,234886352,36414852,40395698,176951802,198892230,174803592,194498642,128504855,138510676,140425609,153691223,65914701,63875080,20918906,18689131,198704410,214381840
금강공업(주),014280,2011/12,289006169,305228403,390653178,431242593,250144887,263434117,40037631,46580577,180985433,204498178,174333931,192841072,149442009,159695097,163161838,185171607,68189901,64816549,21865493,21889135,216319247,238401521
금강공업(주),014280,2012/12,376902952,393382320,462007030,499093977,323645621,335432685,55195934,63663087,229142049,249235465,183963263,202150447,172154977,178251932,194451424,212898231,78834886,71279098,68367697,67422355,278043767,296943530
금강공업(주),014280,2013/12,424978193,694265027,489779880,675454670,363381755,586054549,43812571,79196710,268164960,345158641,191731043,257339628,171132901,283660099,262719890,355303080,87078500,137870802,77748562,64580277,298048837,418115042
금강공업(주),014280,2014/12,452489664,711602081,521016169,723147129,385592959,594544439,42938650,84388736,298555819,387687777,201691005,274606804,169877190,288007752,226014282,329599052,89297317,131128767,55205166,38352160,319325165,448540325
금강공업(주),014280,2015/12,353371950,565957188,525737329,678340605,291361839,463512795,50848573,77952814,263824897,320109589,210390810,269957869,186275205,273478266,281886640,363345112,97152090,128837889,38400398,32084738,315346520,408382736
금강공업(주),014280,2016/12,414980534,603160426,551875790,710805610,324552979,469393066,38969265,62303520,296478057,355011950,238178561,304798428,177636403,268322640,255912596,338435353,102245627,133928333,47233469,37796875,313697229,406007183
금강공업(주),014280,2017/12,436404458,613247470,579579384,756422311,347716337,487340243,53928316,81192898,295936015,361859038,256707929,331106549,206556291,306730316,294024600,389645499,106923033,136222946,43784768,33035629,322871456,425315762
금강공업(주),014280,2018/12,392478465,567908394,618603502,852848677,333288025,465489830,54790240,96673620,272047029,390817646,265248420,354235315,236990311,362894311,297983054,422318183,121504271,147257312,49029911,34862814,353355082,498613362
금강공업(주),014280,2019/12,321519066,549727642,592457771,834006206,277912949,464089077,68142960,120180087,238705372,375256921,257126972,345941608,277153878,388610900,312741016,444240534,110561943,131132376,51030043,31470408,335330799,488064598
금강공업(주),014280,2020/12,251476085,501933308,515113495,779160209,227396599,432661800,58309893,101319835,237286868,383865840,248697118,353265431,181244774,306846197,215866167,352304432,67876013,119921385,43679214,26070841,266416376,425894778
금강철강(주),053260,2010/12,253263565,253263565,104755388,104301321,242091911,242091911,10676597,10676597,14630401,14630401,75826924,75372858,84429616,84429615,26929497,26929497,49792055,49792055,25149283,25149283,28928464,28928464
금강철강(주),053260,2011/12,289118925,289722760,122669550,125756658,273495147,274202554,17131333,17143417,14216846,18135541,84030125,82945701,99370151,99523108,36029770,38411302,55138310,55249718,33146096,33135420,38639425,42810957
금강철강(주),053260,2012/12,256209766,256428227,126557029,128350997,242209278,242564428,18389357,18426841,13848710,17711410,90609580,90698417,100520769,100113533,33329004,34756387,49862334,49905991,30920970,30918693,35947449,37652580
금강철강(주),053260,2013/12,246531187,246772112,128596873,130946263,233720294,234142262,15375420,15412903,13702819,17549648,95299892,95973215,105642275,105026918,29931412,31406478,44777847,44844553,27502991,27500714,33296981,34973048
금강철강(주),053260,2014/12,200136589,200571035,125689698,127849883,189627699,190076301,11766970,11804454,13352248,17297418,99415357,99911939,103165965,102357846,23660869,24816192,28489592,28596766,21516825,21514548,26274341,27937945
금강철강(주),053260,2015/12,158952119,159498224,129095915,131914340,148309115,148828083,10973621,11001579,12369020,16136991,103730367,104704227,98053583,102415333,23057074,24222419,28033147,28164441,20769237,20766960,25365548,27210113
금강철강(주),053260,2016/12,162071107,162710392,132280164,134873993,151576252,152191332,5154747,5182705,12025299,15495896,108152968,108918749,102472237,105353918,22239536,23888340,29752510,29872924,20063280,20061003,24127195,25955244
금강철강(주),053260,2017/12,196478390,197209289,127517778,129983802,186004399,186643403,11629063,11647702,11965461,15169679,106739862,107467707,94568107,98369831,19208239,20836138,30045041,30172641,17723474,17721197,20777916,22516096
금강철강(주),053260,2018/12,193985799,195048267,129772388,133399433,184565248,185356252,7160174,7178813,13394760,16487912,107392346,109046913,88585745,92558251,20490117,22365946,24999092,25143650,18407995,18405718,22380042,24352520
금강철강(주),053260,2019/12,170313296,171338156,133621542,136604950,160952803,161681394,9938984,9957623,13138539,15962837,108501637,110072771,95215964,99538456,23261247,24595078,23241564,23378622,21455351,21453074,25119905,26532179
금강철강(주),053260,2020/12,174223728,175181448,134650290,138737729,163727712,164336932,8616697,8626213,13107688,16253840,108301576,110829797,93459630,98079705,24674940,26156561,27010614,27202392,22836120,22833843,26348714,27907932
금호건설(주),002990,2010/12,1876890069,1918345074,5793733270,6308415569,1776231450,1811046875,6166238,6401169,137003853,237905066,94972980,322680701,3759190078,3753691407,3983893132,4034950409,39992000,45355000,693476704,690842278,5698760289,5985734867
금호건설(주),002990,2011/12,1687757193,1739467052,2938284415,3681191103,1545731877,1576927536,4313681,4522281,28032085,91517015,-198515259,121155781,2287923037,2806837004,1697307782,1877168222,35049000,40786000,675701458,674057421,3136799674,3560035322
금호건설(주),002990,2012/12,1499639378,1499864342,1702645914,1932235236,1393674614,1393847209,11021806,11021806,19130133,19130133,-18462490,14520651,918030002,1064537877,1167869520,1357038966,27089000,27089000,491456037,491456037,1721108404,1917714585
금호건설(주),002990,2013/12,1433682096,1434495416,1708573364,1766377953,1328122440,1328296316,2828430,2828430,18494439,18494439,107894174,153166685,976129884,955140605,1339186058,1340030427,35263519,35263519,479920441,479920441,1600679190,1613211268
금호건설(주),002990,2014/12,1522759522,1523544063,1391118504,1504368052,1425265808,1425442192,4819527,4819527,9028162,9028162,199507624,300902829,797254115,799237440,772454199,773324049,45815023,45815023,318541047,318495420,1191610880,1203465223
금호건설(주),002990,2015/12,1530257353,1530988130,1211353415,1310031833,1444379637,1444535317,55991196,55991196,9024676,9024676,202630155,290170399,672362664,674454378,772646480,773535869,60330000,60330000,288497794,288497794,1008723260,1019861434
금호건설(주),002990,2016/12,1352983409,1353709568,1273032509,1274602780,1249587925,1249742010,34493006,34493006,9440057,9440057,320110028,311258016,735569515,737819812,696476057,697422198,69916000,69916000,364849620,364849620,952922480,963344765
금호건설(주),002990,2017/12,1297393428,1297945639,1194576602,1284875517,1188785657,1188934061,30377037,30377037,9173496,9173496,312011580,392692827,651936057,654395336,671950217,673008878,85419000,85419000,326679935,326679935,882565023,892182689
금호건설(주),002990,2018/12,1376234626,1376712465,1165207197,1182209922,1277050203,1277200916,58274256,58274256,9602194,9602194,347951835,356297250,616384598,618877917,638734249,639735609,734823,2028823,317083031,317082978,817255361,825912672
금호건설(주),002990,2019/12,1597271636,1597734215,1328869611,1337430597,1481792398,1481943775,118231642,118231642,39492715,39492715,375764590,376492604,1006562898,1014258294,761978427,763084518,0,0,251805417,251805417,953105021,960937994
금호건설(주),002990,2020/12,1829136281,1829579065,1380157442,1377242594,1679153692,1679306306,165385493,165385493,35875229,35875229,400092367,390290611,778813606,781584987,830330547,831446405,0,0,241005454,241005454,980065075,986951983
금호석유화학(주),011780,2010/12,3886336827,4957000454,3499721544,4120898122,3393668170,4233705457,370573433,450401572,1401919859,1774416737,744474571,893129890,1076782243,1403076046,1883054191,2239547327,555074000,707058000,356674451,276370306,2755246973,3227768232
금호석유화학(주),011780,2011/12,5292118911,6457354166,3941902990,4714232584,4458998257,5410343100,491584971,581566933,1473147321,1922407326,1206578278,1557077504,1684909493,2058130837,2405337414,2713203948,753296000,900283000,428090888,348006848,2735324712,3157155081
금호석유화학(주),011780,2012/12,4872724692,5883690067,3489123787,4410738573,4505385253,5480613208,445929109,567313643,1556331323,2129599374,1264491134,1658351955,1155034289,1490096947,1154797924,1438481220,471797000,598865950,287335238,214703118,2224632653,2752386618
금호석유화학(주),011780,2013/12,4193220007,5132132486,3234381778,4211638504,3875961590,4817739012,441701635,538584306,1593709717,2221670473,1164995525,1559758926,944666877,1258944689,1177420501,1404459534,404673521,539135916,286034057,218776468,2069386254,2651879579
금호석유화학(주),011780,2014/12,3766992357,4765671058,3408864184,4437304355,3437177308,4418681423,419827454,529333268,1633245346,2266417519,1233428390,1641582073,1062860414,1401399538,1431482061,1739373248,416919387,547003125,292144493,232979387,2175435794,2795722283
금호석유화학(주),011780,2015/12,3159552412,3934509038,3133195698,4210555636,2867846406,3600583121,299457984,394695333,1760931788,2505694028,1207714988,1663749145,709846885,967576523,1300377714,1541257968,338184980,435348394,219196676,166342010,1925480709,2546806491
금호석유화학(주),011780,2016/12,3138617263,3970435497,3429122567,4546113636,2858105087,3637513283,356944596,445541869,1786488159,2564778156,1236365039,1727900732,965647794,1255322772,1846205171,2145560402,384761195,520901202,373697827,310732759,2192757529,2818212904
금호석유화학(주),011780,2017/12,3926050763,5064779318,3378438939,4579813618,3567607806,4636527054,328842483,426750281,1684228764,2440253946,1381515451,1956803041,1018664807,1332668624,1610026300,1913905074,431907998,588511947,398183564,316694992,1996923488,2623010577
금호석유화학(주),011780,2018/12,3899573264,5584910609,3141279400,4616720748,3464660136,4854225738,341421873,471642724,1578993765,2365586882,1517846913,2348147098,841365706,1348711408,1352163428,1758919186,403078914,638946373,319050979,230634725,1623432487,2268573650
금호석유화학(주),011780,2019/12,3699122524,4977931638,3137664765,4538042398,3242267118,4412486023,349086694,469472369,1509273456,2296049524,1764804106,2629571508,866896332,1261435503,998186078,1275639574,371577876,540068971,330405691,243810469,1372860659,1908470889
금호석유화학(주),011780,2020/12,3489720117,4809535908,3451429757,5027282217,2809647605,3858766763,406557362,531852803,1484527376,2280445738,2135826035,3149233633,1189195680,1705481686,922531767,1210245806,381657827,584821046,402331428,310994848,1315603722,1878048584
금호전기(주),001210,2010/12,278082426,380501651,405192677,528240369,233259452,296268218,28896024,71520177,120748682,237388616,261124468,276214314,141683415,234259164,114809092,161773912,43350617,76776575,33436187,27875450,144068209,252026054
금호전기(주),001210,2011/12,252556751,315293392,427483267,549343934,213929892,252208177,46302012,102603465,127012132,251082486,268925968,270118195,141619650,233045240,78442813,144673660,60421668,72999516,22054488,27143542,158557299,279225739
금호전기(주),001210,2012/12,201236199,379789500,383509898,509300064,174853355,337931762,45635067,103623337,121931341,212522624,227563168,216259574,115644609,228853466,77530661,135573169,38266751,63685634,20892952,14173164,155946730,293040490
금호전기(주),001210,2013/12,163017831,386720348,381396124,532674472,145174417,343926934,38354431,115273430,101812281,193238119,196857367,185936980,117688539,256705430,99258818,192029015,57034724,91732766,50952430,17426596,184538757,346737492
금호전기(주),001210,2014/12,160014373,447530899,383796068,515679906,142612885,393962682,28780083,113722192,121585914,214917463,195016369,194634133,100083668,227186201,143404794,258243298,69993417,93730037,31224321,7975393,188779698,321045774
금호전기(주),001210,2015/12,94204691,396261336,327930587,475649784,85181756,355915518,23745625,116462757,99804824,191216764,176547147,181001766,88230456,226047391,101153811,174050212,70661784,94914476,23987409,2741410,151383441,294648018
금호전기(주),001210,2016/12,80856420,415189782,289081174,460497632,64172908,364306744,18636178,114345043,89016605,198801642,157648427,160139275,90616854,233864332,84759076,226930891,67272815,97209364,41911206,4456484,131432747,300358357
금호전기(주),001210,2017/12,73309553,338670380,270922660,409873260,54164674,298770262,17406452,104022416,84768539,189706748,135480886,138262018,76984062,203693435,122784761,197635060,58014911,71464466,28545186,4082549,135441774,271611242
금호전기(주),001210,2018/12,64766878,77296233,149032394,170295317,51708957,91808501,12012243,26630764,15768169,37388059,39397153,34692433,45384703,61340430,85952470,111189245,48940278,27143774,13907900,4080090,109635241,135602885
금호전기(주),001210,2019/12,53797109,62937827,57294844,73092109,39067059,45959368,9892755,15867305,13768897,28269170,9393619,16852180,28083345,35536724,41141620,49235234,42543655,18546803,9758084,4657074,47901225,56239929
금호전기(주),001210,2020/12,42992054,45133597,46912489,67783031,33048802,33003996,6938809,8924524,5922416,10122968,2055602,4240562,28521548,45740320,40737388,59384992,32158961,9325980,3318754,2449481,44856886,63542469
금호타이어(주),073240,2010/12,2701990231,3530006825,3092125918,4863440078,2096011895,2689161316,213873072,608560343,1039322806,2449042454,518144686,507626170,1417130883,1704980837,1583744678,2944914129,798194751,644965117,655436718,379359780,2573981232,4355813908
금호타이어(주),073240,2011/12,3247967259,3915875747,3346527633,4924533686,2652144150,3109732185,300209030,786783109,1013662836,2431043382,694253994,569500143,1415659791,1879815756,1522797292,2798857297,904139533,741641871,684063823,448261288,2652273639,4355033544
금호타이어(주),073240,2012/12,3342328372,4070643978,3378161395,4781013149,2709880957,3039092256,287400107,786079053,1048967974,2336398102,1062555438,930124108,1368236711,1784134325,1172394536,2264506887,859356000,676837000,484458125,260031479,2315605957,3850889041
금호타이어(주),073240,2013/12,2914256623,3698541596,3324692335,4733932566,2327934863,2719712116,202952583,603258350,1118077532,2394752861,1237831370,1138200532,1261522657,1730613888,1898773452,3337852568,754356336,692130792,400046503,225992176,2086860965,3595732034
금호타이어(주),073240,2014/12,2755119349,3437868862,3414112589,4804662404,2106581722,2425488930,185539780,577413444,1166065743,2509670201,1414869809,1325992579,1173533264,1701832641,1004714698,1719666905,696844057,640464000,442008086,228309902,1999242780,3478669825
금호타이어(주),073240,2015/12,2396367413,3040406690,3322591983,5219976571,2011086004,2265091747,192469175,543154234,1211448842,2997568947,1365531765,1260796338,1051091842,1631507429,1336453920,2466641909,660687172,620416357,372063566,187618027,1957060218,3959180233
금호타이어(주),073240,2016/12,2353871598,2947227755,3379626088,5121661355,1905206025,2201751974,170286294,549115184,1198411207,2951767538,1383686546,1214083550,1056452071,1557644969,1355127964,2334570027,676468000,655889000,361105861,207268832,1995939542,3907577804
금호타이어(주),073240,2017/12,2177799855,2876420253,3216711279,4543611960,1971386244,2422209524,179005270,546974202,1178850534,2776571900,1141919330,929048662,1090016021,1494725762,1566615860,2434995251,641440191,678538765,372446824,220480058,2074791949,3614563297
