총자본회전율(개별),총자본회전율(연결),재고자산회전율(개별),재고자산회전율(연결),매출채권회전율(개별),매출채권회전율(연결),유형자산회전율(개별),유형자산회전율(연결)),매입채무회전율(개별),매입채무회전율(연결),자기자본회전율(개별),자기자본회전율(연결),타인자본회전율(개별),타인자본회전율(연결),유동자산회전율(개별),유동자산회전율(연결),총자본회전율,재고자산회전율,매출채권회전율,유형자산회전율,매입채무회전율,자기자본회전율,타인자본회전율,유동자산회전율
0.82,0.76,47.42,44.95,1.98,1.88,4.63,3.06,6.25,5.94,0.82,0.76,2.06,1.66,1254789.63,0.73,0.76,44.95,1.88,3.06,5.94,0.76,1.66,0.73
1.65,1.59,236.14,233.04,2.21,2.18,8.87,5.44,8.05,7.95,1.65,1.59,2.88,2.45,1254789.63,1.35,1.59,233.04,2.18,5.44,7.95,1.59,2.45,1.35
1.78,1.74,176.8,176.8,1.9,1.9,9.49,5.7,6.49,6.49,1.78,1.74,2.12,1.94,1254789.63,1.24,1.74,176.8,1.9,5.7,6.49,1.74,1.94,1.24
1.18,1.19,146.98,146.98,1.34,1.34,4.74,3.38,4.48,4.48,1.18,1.19,1.17,1.08,1254789.63,0.84,1.19,146.98,1.34,3.38,4.48,1.19,1.08,0.84
1.35,1.95,1254789.63,1173.34,5.73,6.72,93.44,61.31,35.85,40.59,1.35,1.95,2.17,2.73,1254789.63,2.32,1.95,1173.34,6.72,61.31,40.59,1.95,2.73,2.32
1.51,2.15,1254789.63,1648.48,6.57,8.86,147.22,26.64,28.38,32.38,1.51,2.15,2.4,2.9,1254789.63,2.23,2.15,1648.48,8.86,26.64,32.38,2.15,2.9,2.23
1.3,1.96,1254789.63,509.83,6.17,9.53,123.06,14.33,22.72,26.27,1.3,1.96,2.31,2.71,1254789.63,2.08,1.96,509.83,9.53,14.33,26.27,1.96,2.71,2.08
1.44,1.96,154.73,126.65,5.8,7.58,154.29,14.28,24.36,22.13,1.44,1.96,2.29,2.3,1254789.63,1.88,1.96,126.65,7.58,14.28,22.13,1.96,2.3,1.88
1.45,1.71,239.68,215.42,8.23,11.13,179.64,20.96,29.15,23.61,1.45,1.71,3.2,3.05,1254789.63,1.76,1.71,215.42,11.13,20.96,23.61,1.71,3.05,1.76
0.96,1.11,1254789.63,9162.92,7.05,9.53,101.82,19.16,16.23,14.61,0.96,1.11,3.32,3.23,1254789.63,1.28,1.11,9162.92,9.53,19.16,14.61,1.11,3.23,1.28
0.87,0.87,1254789.63,1254789.63,5.27,5.34,90.4,25.25,11.44,10.25,0.87,0.87,3.8,3.25,1254789.63,1.12,0.87,,5.34,25.25,10.25,0.87,3.25,1.12
0.65,0.66,1254789.63,1254789.63,3.34,3.33,73.41,71.66,9.44,9.44,0.65,0.66,2.94,2.74,1254789.63,1.03,0.66,,3.33,71.66,9.44,0.66,2.74,1.03
1.18,1.19,1254789.63,1254789.63,4.95,4.95,75.26,75.26,18.86,18.83,1.18,1.19,4.43,4.35,1254789.63,2.06,1.19,,4.95,75.26,18.83,1.19,4.35,2.06
0.82,0.83,1.12,1.12,9.9,9.88,2.52,2.41,7.31,7.33,0.82,0.83,2.97,2.98,1254789.63,1.13,0.83,1.12,9.88,2.41,7.33,0.83,2.98,1.13
0.88,0.93,1.19,1.01,12.54,9.57,2.66,1.92,7.36,7.65,0.88,0.93,3.17,1.85,1254789.63,1.16,0.93,1.01,9.57,1.92,7.65,0.93,1.85,1.16
0.89,1.25,1.22,1.28,11.4,9.45,2.61,2.02,7.46,10.57,0.89,1.25,2.67,1.87,1254789.63,1.44,1.25,1.28,9.45,2.02,10.57,1.25,1.87,1.44
0.81,1.14,1.16,1.25,9.43,7.65,2.33,1.71,7.02,9.46,0.81,1.14,2.36,1.81,1254789.63,1.4,1.14,1.25,7.65,1.71,9.46,1.14,1.81,1.4
0.8,1.14,1.09,1.19,7.91,6.96,2.26,1.63,6.48,8.64,0.8,1.14,1.79,1.53,1254789.63,1.31,1.14,1.19,6.96,1.63,8.64,1.14,1.53,1.31
0.82,1.14,1.04,1.17,7.17,6.45,2.35,1.6,6.07,7.93,0.82,1.14,1.57,1.46,1254789.63,1.29,1.14,1.17,6.45,1.6,7.93,1.14,1.46,1.29
0.8,1.1,1.0,1.18,6.85,6.11,2.35,1.51,5.65,7.14,0.8,1.1,1.63,1.47,1254789.63,1.29,1.1,1.18,6.11,1.51,7.14,1.1,1.47,1.29
0.79,1.08,1.0,1.16,6.44,6.19,2.27,1.5,6.39,7.93,0.79,1.08,1.59,1.42,1254789.63,1.28,1.08,1.16,6.19,1.5,7.93,1.08,1.42,1.28
0.8,1.13,0.98,1.2,6.43,6.58,2.29,1.61,6.89,8.73,0.8,1.13,1.48,1.4,1254789.63,1.28,1.13,1.2,6.58,1.61,8.73,1.13,1.4,1.28
2.27,2.08,6.57,4.69,7.71,9.58,4.64,3.44,8.06,8.82,2.27,2.08,4.35,3.94,1254789.63,2.75,2.08,4.69,9.58,3.44,8.82,2.08,3.94,2.75
2.31,2.2,7.1,4.7,6.95,10.25,4.34,3.39,7.08,7.78,2.31,2.2,3.72,3.46,1254789.63,2.76,2.2,4.7,10.25,3.39,7.78,2.2,3.46,2.76
2.37,2.28,7.97,4.51,6.79,10.8,3.17,2.72,7.03,7.76,2.37,2.28,3.07,2.84,1254789.63,2.96,2.28,4.51,10.8,2.72,7.76,2.28,2.84,2.96
2.32,2.27,7.49,4.04,5.71,10.7,2.71,2.29,7.79,8.18,2.32,2.27,2.52,2.26,1254789.63,2.92,2.27,4.04,10.7,2.29,8.18,2.27,2.26,2.92
2.54,2.59,8.35,4.12,5.68,12.51,3.35,2.65,8.85,8.57,2.54,2.59,2.96,2.51,1254789.63,3.22,2.59,4.12,12.51,2.65,8.57,2.59,2.51,3.22
2.56,2.62,9.18,4.32,6.07,12.71,3.71,2.92,7.72,7.83,2.56,2.62,3.65,3.01,1254789.63,3.5,2.62,4.32,12.71,2.92,7.83,2.62,3.01,3.5
2.64,2.76,8.62,4.45,6.16,10.53,4.04,3.22,6.98,7.79,2.64,2.76,3.71,3.12,1254789.63,3.37,2.76,4.45,10.53,3.22,7.79,2.76,3.12,3.37
2.67,2.71,7.07,3.75,5.63,8.36,4.1,3.09,7.91,8.58,2.67,2.71,3.35,2.64,1254789.63,2.81,2.71,3.75,8.36,3.09,8.58,2.71,2.64,2.81
2.65,2.66,6.79,3.54,4.97,8.1,4.05,2.93,8.73,9.11,2.65,2.66,3.22,2.53,1254789.63,2.76,2.66,3.54,8.1,2.93,9.11,2.66,2.53,2.76
1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,,,,,,,,
5.25,5.23,1228.23,1228.23,6.26,6.27,5.05,5.04,5.15,5.15,5.25,5.23,3.68,3.68,1254789.63,3.91,5.23,1228.23,6.27,5.04,5.15,5.23,3.68,3.91
4.33,4.31,995.65,995.19,6.31,6.31,4.4,4.4,4.72,4.72,4.33,4.31,3.28,3.28,1254789.63,3.39,4.31,995.19,6.31,4.4,4.72,4.31,3.28,3.39
4.64,4.71,1943.31,218.99,6.39,6.23,7.01,6.37,5.18,5.21,4.64,4.71,3.93,3.57,1254789.63,3.5,4.71,218.99,6.23,6.37,5.21,4.71,3.57,3.5
5.45,5.86,2399.57,177.61,6.41,6.4,8.82,8.28,4.88,4.94,5.45,5.86,3.92,3.69,1254789.63,3.51,5.86,177.61,6.4,8.28,4.94,5.86,3.69,3.51
5.41,5.9,2786.53,155.34,6.8,6.91,9.29,8.93,4.87,4.96,5.41,5.9,3.96,3.79,1254789.63,3.5,5.9,155.34,6.91,8.93,4.96,5.9,3.79,3.5
4.45,4.71,2586.45,154.23,7.08,7.19,8.09,6.86,5.15,5.45,4.45,4.71,4.05,3.67,1254789.63,3.37,4.71,154.23,7.19,6.86,5.45,4.71,3.67,3.37
2.44,2.71,1281.03,113.75,5.23,5.31,4.38,3.51,4.12,4.77,2.44,2.71,2.95,2.46,1254789.63,2.4,2.71,113.75,5.31,3.51,4.77,2.71,2.46,2.4
1.85,2.03,936.03,110.36,4.91,4.57,3.2,2.44,4.31,4.9,1.85,2.03,2.81,2.09,1254789.63,2.19,2.03,110.36,4.57,2.44,4.9,2.03,2.09,2.19
0.0,0.39,0.0,11.18,0.01,1.2,0.0,0.58,0.01,1.68,0.0,0.39,0.0,0.53,1254789.63,0.52,0.39,11.18,1.2,0.58,1.68,0.39,0.53,0.52
0.02,0.57,82.72,7.62,16.42,3.7,0.68,1.29,1254789.63,49.26,0.02,0.57,0.9,1.16,1254789.63,1.07,0.57,7.62,3.7,1.29,49.26,0.57,1.16,1.07
0.03,0.67,29.71,7.26,10.25,4.51,1.16,1.57,1254789.63,40.56,0.03,0.67,1.04,1.41,1254789.63,1.28,0.67,7.26,4.51,1.57,40.56,0.67,1.41,1.28
0.41,0.55,4.44,4.54,8.2,10.86,0.91,1.15,132.94,17.81,0.41,0.55,0.43,0.49,1254789.63,2.76,0.55,4.54,10.86,1.15,17.81,0.55,0.49,2.76
0.39,0.53,4.12,4.14,8.35,10.66,0.87,1.05,96.13,16.53,0.39,0.53,0.41,0.46,1254789.63,2.54,0.53,4.14,10.66,1.05,16.53,0.53,0.46,2.54
0.39,0.55,5.2,5.4,8.47,10.58,0.91,1.1,70.7,16.89,0.39,0.55,0.44,0.51,1254789.63,3.06,0.55,5.4,10.58,1.1,16.89,0.55,0.51,3.06
0.38,0.51,5.95,6.11,8.12,9.48,0.93,1.07,23.4,16.91,0.38,0.51,0.43,0.5,1254789.63,3.22,0.51,6.11,9.48,1.07,16.91,0.51,0.5,3.22
0.47,0.55,5.8,5.65,9.62,9.78,1.17,1.13,17.5,19.76,0.47,0.55,0.51,0.55,1254789.63,3.42,0.55,5.65,9.78,1.13,19.76,0.55,0.55,3.42
0.46,0.56,5.9,5.44,9.89,9.84,1.24,1.18,18.76,20.37,0.46,0.56,0.55,0.59,1254789.63,3.53,0.56,5.44,9.84,1.18,20.37,0.56,0.59,3.53
0.41,0.52,6.71,6.52,9.71,9.82,1.21,1.15,18.09,18.92,0.41,0.52,0.56,0.6,1254789.63,3.68,0.52,6.52,9.82,1.15,18.92,0.52,0.6,3.68
0.39,0.5,6.13,5.32,9.8,9.15,1.26,1.18,17.82,18.64,0.39,0.5,0.57,0.6,1254789.63,3.33,0.5,5.32,9.15,1.18,18.64,0.5,0.6,3.33
0.34,0.47,6.12,5.37,9.42,8.6,1.82,1.59,15.39,18.13,0.34,0.47,0.48,0.56,1254789.63,1.78,0.47,5.37,8.6,1.59,18.13,0.47,0.56,1.78
1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,,,,,,,,
1.48,1254789.63,2.94,1254789.63,3.87,1254789.63,2.35,1254789.63,11.56,1254789.63,1.48,1254789.63,2.54,1254789.63,1254789.63,1254789.63,1.48,2.94,3.87,2.35,11.56,1.48,2.54,
1.41,1254789.63,2.87,1254789.63,3.6,1254789.63,2.36,1254789.63,12.3,1254789.63,1.41,1254789.63,2.78,1254789.63,1254789.63,1254789.63,1.41,2.87,3.6,2.36,12.3,1.41,2.78,
1.39,1254789.63,3.0,1254789.63,3.27,1254789.63,2.6,1254789.63,13.22,1254789.63,1.39,1254789.63,2.96,1254789.63,1254789.63,1254789.63,1.39,3.0,3.27,2.6,13.22,1.39,2.96,
1.29,1254789.63,2.61,1254789.63,3.19,1254789.63,2.33,1254789.63,12.65,1254789.63,1.29,1254789.63,2.38,1254789.63,1254789.63,1254789.63,1.29,2.61,3.19,2.33,12.65,1.29,2.38,
0.81,1.32,2.13,2.15,2.58,3.81,1.87,1.72,13.74,11.09,0.81,1.32,1.43,1.61,1254789.63,1.39,1.32,2.15,3.81,1.72,11.09,1.32,1.61,1.39
0.88,1.24,2.68,2.29,5.92,3.79,2.07,1.68,16.82,11.93,0.88,1.24,1.7,1.71,1254789.63,1.4,1.24,2.29,3.79,1.68,11.93,1.24,1.71,1.4
1.08,1.43,2.98,2.7,1254789.63,4.15,2.62,2.07,16.73,16.29,1.08,1.43,2.09,2.18,1254789.63,1.62,1.43,2.7,4.15,2.07,16.29,1.43,2.18,1.62
1.04,1.43,2.6,2.53,9.43,4.14,2.54,2.11,19.56,18.79,1.04,1.43,2.15,2.29,1254789.63,1.63,1.43,2.53,4.14,2.11,18.79,1.43,2.29,1.63
0.94,1.32,2.48,2.38,4.33,4.21,2.27,1.94,27.24,20.17,0.94,1.32,2.07,2.19,1254789.63,1.54,1.32,2.38,4.21,1.94,20.17,1.32,2.19,1.54
0.95,1.34,2.34,2.34,4.21,4.41,2.33,2.01,14.57,13.66,0.95,1.34,1.92,2.1,1254789.63,1.49,1.34,2.34,4.41,2.01,13.66,1.34,2.1,1.49
1.02,1.43,2.53,2.57,4.28,4.51,2.36,2.09,15.68,14.46,1.02,1.43,1.89,2.12,1254789.63,1.56,1.43,2.57,4.51,2.09,14.46,1.43,2.12,1.56
1.14,1.52,2.26,2.31,4.16,4.38,2.51,2.17,18.19,18.48,1.14,1.52,1.76,1.97,1254789.63,1.55,1.52,2.31,4.38,2.17,18.48,1.52,1.97,1.55
1.23,1.56,2.01,2.07,4.2,4.39,2.33,2.05,15.81,19.69,1.23,1.56,1.5,1.69,1254789.63,1.47,1.56,2.07,4.39,2.05,19.69,1.56,1.69,1.47
1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,,,,,,,,
1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,,,,,,,,
1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,,,,,,,,
1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,,,,,,,,
1.05,1254789.63,19.31,1254789.63,2.72,1254789.63,1.77,1254789.63,16.69,1254789.63,1.05,1254789.63,2.16,1254789.63,1254789.63,1254789.63,1.05,19.31,2.72,1.77,16.69,1.05,2.16,
0.81,1254789.63,11.73,1254789.63,2.44,1254789.63,1.42,1254789.63,18.26,1254789.63,0.81,1254789.63,1.78,1254789.63,1254789.63,1254789.63,0.81,11.73,2.44,1.42,18.26,0.81,1.78,
1.28,1.38,3.13,3.15,3.34,3.72,5.84,6.18,13.09,11.81,1.28,1.38,5.16,5.23,1254789.63,1.51,1.38,3.15,3.72,6.18,11.81,1.38,5.23,1.51
1.3,1.41,3.28,2.89,3.52,4.12,6.67,7.05,14.78,14.19,1.3,1.41,5.67,5.78,1254789.63,1.53,1.41,2.89,4.12,7.05,14.19,1.41,5.78,1.53
1.13,1.23,2.95,2.59,2.96,3.64,6.92,7.37,12.49,12.62,1.13,1.23,5.17,5.26,1254789.63,1.3,1.23,2.59,3.64,7.37,12.62,1.23,5.26,1.3
1.24,1.33,3.93,3.09,3.16,4.03,7.86,8.21,15.24,14.74,1.24,1.33,6.05,5.89,1254789.63,1.4,1.33,3.09,4.03,8.21,14.74,1.33,5.89,1.4
1.1,1.18,4.41,3.04,2.48,3.4,7.08,7.36,16.54,15.44,1.1,1.18,5.53,5.48,1254789.63,1.27,1.18,3.04,3.4,7.36,15.44,1.18,5.48,1.27
1.05,1.19,4.88,3.28,2.07,3.26,7.16,7.89,15.08,14.26,1.05,1.19,4.84,5.27,1254789.63,1.24,1.19,3.28,3.26,7.89,14.26,1.19,5.27,1.24
1.17,1.28,5.81,3.43,2.01,3.12,7.93,8.27,14.73,13.5,1.17,1.28,4.87,4.98,1254789.63,1.29,1.28,3.43,3.12,8.27,13.5,1.28,4.98,1.29
1.12,1.23,5.47,3.33,2.08,2.99,7.78,8.15,15.64,14.93,1.12,1.23,4.8,4.91,1254789.63,1.22,1.23,3.33,2.99,8.15,14.93,1.23,4.91,1.22
0.87,0.95,4.0,2.39,1.92,2.57,6.18,6.31,16.16,15.21,0.87,0.95,3.93,3.86,1254789.63,0.98,0.95,2.39,2.57,6.31,15.21,0.95,3.86,0.98
2.14,2.16,11.12,10.96,5.88,5.88,41.12,39.79,53.45,53.45,2.14,2.16,2.05,1.99,1254789.63,2.31,2.16,10.96,5.88,39.79,53.45,2.16,1.99,2.31
1.8,1.83,11.43,11.26,5.43,5.43,47.54,43.54,52.9,52.9,1.8,1.83,1.81,1.73,1254789.63,1.75,1.83,11.26,5.43,43.54,52.9,1.83,1.73,1.75
2.03,2.05,9.13,9.74,4.82,5.21,44.06,3.22,41.28,44.21,2.03,2.05,1.48,1.22,1254789.63,1.86,2.05,9.74,5.21,3.22,44.21,2.05,1.22,1.86
3.11,2.48,7.15,7.72,3.91,4.16,44.83,1.35,29.53,30.48,3.11,2.48,1.32,0.86,1254789.63,2.03,2.48,7.72,4.16,1.35,30.48,2.48,0.86,2.03
1.84,1.63,5.9,5.77,3.0,3.0,55.33,1.92,28.91,28.1,1.84,1.63,1.56,1.02,1254789.63,1.46,1.63,5.77,3.0,1.92,28.1,1.63,1.02,1.46
1.09,1.08,4.49,4.36,2.28,2.28,64.4,59.4,33.3,33.3,1.09,1.08,2.48,2.38,1254789.63,1.32,1.08,4.36,2.28,59.4,33.3,1.08,2.38,1.32
0.94,0.93,5.45,5.31,1.96,1.96,48.25,47.18,54.86,54.86,0.94,0.93,3.17,3.11,1254789.63,1.31,0.93,5.31,1.96,47.18,54.86,0.93,3.11,1.31
0.64,0.64,3.7,3.75,1.54,1.54,1.51,1.51,56.24,56.24,0.64,0.64,0.53,0.53,1254789.63,0.54,0.64,3.75,1.54,1.51,56.24,0.64,0.53,0.54
1.72,1.76,7.04,7.04,1.66,1.66,1.02,1.02,75.98,75.98,1.72,1.76,0.31,0.31,1254789.63,0.61,1.76,7.04,1.66,1.02,75.98,1.76,0.31,0.61
0.52,1254789.63,2.03,1254789.63,8.87,1254789.63,1.9,1254789.63,1254789.63,1254789.63,0.52,1254789.63,2.92,1254789.63,1254789.63,1254789.63,0.52,2.03,8.87,1.9,,0.52,2.92,
0.47,1254789.63,1.41,1254789.63,3.56,1254789.63,1.12,1254789.63,58.2,1254789.63,0.47,1254789.63,1.67,1254789.63,1254789.63,1254789.63,0.47,1.41,3.56,1.12,58.2,0.47,1.67,
0.32,1254789.63,1.24,1254789.63,1.29,1254789.63,0.81,1254789.63,35.99,1254789.63,0.32,1254789.63,0.64,1254789.63,1254789.63,1254789.63,0.32,1.24,1.29,0.81,35.99,0.32,0.64,
0.29,1.01,1.7,2.55,0.75,2.2,0.75,1.67,1254789.63,1254789.63,0.29,1.01,0.34,0.77,1254789.63,0.81,1.01,2.55,2.2,1.67,,1.01,0.77,0.81
0.33,0.99,3.15,4.2,0.79,2.18,1.49,2.98,51.9,1254789.63,0.33,0.99,0.55,1.14,1254789.63,0.98,0.99,4.2,2.18,2.98,51.9,0.99,1.14,0.98
0.87,1254789.63,9.21,1254789.63,1.15,1254789.63,4.9,1254789.63,81.3,1254789.63,0.87,1254789.63,1.15,1254789.63,1254789.63,1254789.63,0.87,9.21,1.15,4.9,81.3,0.87,1.15,
1.39,1254789.63,6.62,1254789.63,0.54,1254789.63,3.83,1254789.63,15.93,1254789.63,1.39,1254789.63,0.33,1254789.63,1254789.63,1254789.63,1.39,6.62,0.54,3.83,15.93,1.39,0.33,
0.44,1254789.63,2.08,1254789.63,0.58,1254789.63,8.09,1254789.63,15.13,1254789.63,0.44,1254789.63,0.29,1254789.63,1254789.63,1254789.63,0.44,2.08,0.58,8.09,15.13,0.44,0.29,
0.55,1254789.63,3.69,1254789.63,1.07,1254789.63,22.82,1254789.63,13.52,1254789.63,0.55,1254789.63,0.33,1254789.63,1254789.63,1254789.63,0.55,3.69,1.07,22.82,13.52,0.55,0.33,
1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,,,,,,,,
1.78,1.89,11.73,11.09,13.29,14.28,2.74,2.87,75.55,46.33,1.78,1.89,3.07,3.18,1254789.63,2.54,1.89,11.09,14.28,2.87,46.33,1.89,3.18,2.54
1.16,1.29,5.8,5.35,11.75,12.49,2.52,2.77,57.55,44.34,1.16,1.29,2.88,3.04,1254789.63,1.6,1.29,5.35,12.49,2.77,44.34,1.29,3.04,1.6
1.01,1.03,8.47,6.57,10.59,10.39,2.58,2.56,51.16,45.42,1.01,1.03,3.34,3.22,1254789.63,1.3,1.03,6.57,10.39,2.56,45.42,1.03,3.22,1.3
1.19,1.25,12.5,8.78,12.35,13.08,2.49,2.48,69.31,67.35,1.19,1.25,3.06,2.88,1254789.63,2.18,1.25,8.78,13.08,2.48,67.35,1.25,2.88,2.18
1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,,,,,,,,
0.73,0.76,11.12,11.02,26.69,26.81,2.98,2.31,50.58,48.35,0.73,0.76,4.36,3.66,1254789.63,1.07,0.76,11.02,26.81,2.31,48.35,0.76,3.66,1.07
0.81,0.87,6.45,7.44,27.56,24.26,2.5,1.74,43.58,43.35,0.81,0.87,2.58,2.13,1798.23,1.33,0.87,7.44,24.26,1.74,43.35,0.87,2.13,1.33
0.86,0.94,5.65,6.98,28.82,24.86,2.46,1.27,48.68,46.07,0.86,0.94,2.81,1.76,2047.12,1.88,0.94,6.98,24.86,1.27,46.07,0.94,1.76,1.88
0.06,0.32,0.52,4.0,4.06,14.34,0.21,0.38,8.87,24.93,0.06,0.32,0.4,0.67,1254789.63,1.2,0.32,4.0,14.34,0.38,24.93,0.32,0.67,1.2
0.05,0.45,1254789.63,4.36,16.61,46.27,0.28,0.61,1254789.63,41.26,0.05,0.45,0.62,1.08,1254789.63,2.44,0.45,4.36,46.27,0.61,41.26,0.45,1.08,2.44
0.05,0.42,1254789.63,3.05,12.9,38.57,0.25,0.54,1254789.63,29.0,0.05,0.42,0.42,0.88,1254789.63,1.95,0.42,3.05,38.57,0.54,29.0,0.42,0.88,1.95
0.03,0.45,1254789.63,2.82,8.08,23.02,0.18,0.58,1254789.63,20.82,0.03,0.45,0.24,0.82,1254789.63,2.05,0.45,2.82,23.02,0.58,20.82,0.45,0.82,2.05
0.06,0.49,1254789.63,2.82,11.25,19.03,0.35,0.62,1254789.63,17.97,0.06,0.49,0.32,0.74,1254789.63,2.03,0.49,2.82,19.03,0.62,17.97,0.49,0.74,2.03
1.91,1254789.63,2.94,1254789.63,4.81,1254789.63,4.49,1254789.63,10.56,1254789.63,1.91,1254789.63,2.51,1254789.63,1254789.63,1254789.63,1.91,2.94,4.81,4.49,10.56,1.91,2.51,
1.42,1254789.63,2.81,1254789.63,5.13,1254789.63,3.58,1254789.63,11.3,1254789.63,1.42,1254789.63,3.05,1254789.63,1254789.63,1254789.63,1.42,2.81,5.13,3.58,11.3,1.42,3.05,
1.61,1254789.63,3.7,1254789.63,6.76,1254789.63,4.33,1254789.63,10.93,1254789.63,1.61,1254789.63,3.28,1254789.63,1254789.63,1254789.63,1.61,3.7,6.76,4.33,10.93,1.61,3.28,
1.41,1254789.63,3.61,1254789.63,5.97,1254789.63,3.88,1254789.63,9.52,1254789.63,1.41,1254789.63,2.04,1254789.63,1254789.63,1254789.63,1.41,3.61,5.97,3.88,9.52,1.41,2.04,
3.22,1254789.63,7.93,1254789.63,15.56,1254789.63,9.85,1254789.63,26.91,1254789.63,3.22,1254789.63,3.97,1254789.63,1254789.63,1254789.63,3.22,7.93,15.56,9.85,26.91,3.22,3.97,
1.02,1254789.63,3.49,1254789.63,6.85,1254789.63,3.48,1254789.63,8.28,1254789.63,1.02,1254789.63,1.37,1254789.63,1254789.63,1254789.63,1.02,3.49,6.85,3.48,8.28,1.02,1.37,
0.75,1.22,4.48,5.43,11.36,4.64,3.83,2.09,10.55,5.13,0.75,1.22,0.78,1.25,1254789.63,1.63,1.22,5.43,4.64,2.09,5.13,1.22,1.25,1.63
0.51,1.38,3.55,5.21,8.83,4.83,3.0,2.33,7.65,6.71,0.51,1.38,0.49,1.38,1254789.63,1.78,1.38,5.21,4.83,2.33,6.71,1.38,1.38,1.78
1.03,1.61,4.08,5.1,9.38,4.83,3.9,2.44,9.6,7.52,1.03,1.61,0.75,1.12,1254789.63,1.54,1.61,5.1,4.83,2.44,7.52,1.61,1.12,1.54
1.06,1.5,5.89,6.22,4.23,4.01,5.25,4.41,7.37,7.91,1.06,1.5,1.41,1.58,1254789.63,1.38,1.5,6.22,4.01,4.41,7.91,1.5,1.58,1.38
1.41,1.86,6.45,7.04,4.58,4.47,6.86,6.04,7.64,7.86,1.41,1.86,1.72,1.82,1254789.63,1.55,1.86,7.04,4.47,6.04,7.86,1.86,1.82,1.55
1.56,1.77,6.04,6.44,4.04,4.2,7.89,6.63,11.95,11.26,1.56,1.77,1.93,1.98,1254789.63,1.48,1.77,6.44,4.2,6.63,11.26,1.77,1.98,1.48
1.8,1.81,7.53,7.31,4.04,4.06,9.68,7.73,11.65,11.59,1.8,1.81,2.39,2.43,1254789.63,1.57,1.81,7.31,4.06,7.73,11.59,1.81,2.43,1.57
1.34,1.4,6.64,6.58,4.27,4.38,7.42,6.53,7.17,7.68,1.34,1.4,2.1,2.25,1254789.63,1.32,1.4,6.58,4.38,6.53,7.68,1.4,2.25,1.32
1.23,1.04,8.94,7.91,6.2,5.15,7.91,5.26,9.59,7.73,1.23,1.04,2.57,2.1,1254789.63,1.25,1.04,7.91,5.15,5.26,7.73,1.04,2.1,1.25
1.22,1.04,10.54,9.63,5.44,5.48,7.63,3.79,10.11,8.13,1.22,1.04,2.55,1.94,1254789.63,1.4,1.04,9.63,5.48,3.79,8.13,1.04,1.94,1.4
1.12,1.17,8.67,9.72,5.44,6.92,5.29,3.09,9.12,9.3,1.12,1.17,2.44,2.09,1254789.63,1.6,1.17,9.72,6.92,3.09,9.3,1.17,2.09,1.6
1.37,1.29,11.95,12.2,7.47,7.44,5.95,4.03,12.59,11.64,1.37,1.29,3.03,2.53,1254789.63,1.68,1.29,12.2,7.44,4.03,11.64,1.29,2.53,1.68
0.91,1.19,3.13,3.27,2.7,2.71,4.74,4.6,13.83,14.14,0.91,1.19,1.08,1.09,1254789.63,1.04,1.19,3.27,2.71,4.6,14.14,1.19,1.09,1.04
0.94,1.22,3.99,3.6,3.52,2.45,2.71,2.69,15.81,12.97,0.94,1.22,1.34,1.28,1254789.63,1.34,1.22,3.6,2.45,2.69,12.97,1.22,1.28,1.34
0.42,1.07,3.54,3.56,1.56,1.08,0.87,1.75,8.24,3.95,0.42,1.07,0.49,0.78,1254789.63,1.08,1.07,3.56,1.08,1.75,3.95,1.07,0.78,1.08
3.87,1254789.63,131.42,1254789.63,8.18,1254789.63,3.92,1254789.63,27.3,1254789.63,3.87,1254789.63,2.08,1254789.63,1254789.63,1254789.63,3.87,131.42,8.18,3.92,27.3,3.87,2.08,
2.17,1254789.63,38.61,1254789.63,4.72,1254789.63,2.11,1254789.63,8.37,1254789.63,2.17,1254789.63,1.08,1254789.63,1254789.63,1254789.63,2.17,38.61,4.72,2.11,8.37,2.17,1.08,
