회사명,거래소코드,회계년도,이자보상배율,총자산증가율,유형자산증가율,유동자산증가율,자기자본증가율,매출액증가율,매출액총이익율,매출액순이익율,자기자본순이익율,총자본영업이익율,매출액영업이익률,총자본순이익률,총자본회전율,재고자산회전율,매출채권회전율,유형자산회전율,매입채무회전율,자기자본회전율,타인자본회전율,유동자산회전율,순운전자본회전율,유동비율,당좌비율,현금비율,부채비율,차입금의존도,CASH_FLOW_대_부채비율,CASH_FLOW_대_매출액비율,CASH_FLOW_대_차입금비율,자기자본구성비율,당좌자산구성비율,유동자산구성비율,매출채권_대_매입채무비율,유동부채비율,타인자본구성비율,재고자산_대_유동자산비율,재고자산_대_순운전자본비율,순운전자본비율,노동장비율,기계장비율,자본집약도,설비투자효율,총자본투자효율,부가가치율,종업원1인당부가가치
우리이앤엘,153490,Dec-14,-0.31,-13.97,-34.27,-15.59,-7.16,-22.88,9.65,-2.91,-6.44,-0.98,-1.24,-2.31,0.79,5.32,1.79,5.66,3.64,2.22,1.24,1.12,12.62,124.15,100.03,14.63,168.38,26.33,7.52,5.5,17.92,37.26,56.33,69.91,173.09,151.13,62.74,19.43,99.88,13.6,167498.14,317304.74,1513.94,107.8258997,11.93,13.9,180606.38
우리이앤엘,153490,Dec-15,0.04,-14.84,-32.31,-14.61,-3.44,-4.04,13.43,-3.07,-6.91,0.08,0.09,-2.73,0.89,5.55,2.04,8.16,4.87,2.25,1.47,1.27,14.27,123.97,98.82,15.13,136.71,31.54,13.81,8.25,25.28,42.25,55.87,70.09,320.07,133.83,57.75,20.29,104.91,13.56,126330.24,341415.33,1360.95,103.5498672,9.61,9.94,130814.79
우리이앤엘,153490,Dec-16,-1.74,-8.74,-38.68,-8.29,1.38,-22.39,17.07,-12.1,-21.35,-2.45,-3.13,-9.5,0.78,5,1.76,9.73,4.53,1.76,1.41,1.12,8.18,139.93,116.73,17.97,113.08,27.15,13.07,8.44,25.55,46.93,58.76,70.44,196,107.26,53.07,16.58,58.11,20.1,75001.34,317222.32,1184.42,66.02760816,4.18,5.08,49521.59
우리이앤엘,153490,Dec-17,-2.84,-28.42,-25.94,-20.19,-35.61,7.86,12.01,-18.32,-42.13,-4.44,-4.29,-18.94,1.03,8.21,2.07,15.86,4.14,2.3,1.88,1.4,11.66,137.12,119.21,19.48,136.86,26.32,19.26,8.98,42.28,42.22,68.28,78.54,180.04,135.67,57.78,13.06,48.24,21.26,64123.06,345370.19,977.22,-55.17289572,-3.62,-2.92,-35378.55
우리이앤엘,153490,Dec-18,2.75,-4.04,-34.87,4.65,3.79,-9.95,16.26,1.41,3.66,3.64,3.19,1.61,1.14,12.5,1.78,20.33,3.45,2.59,2.03,1.39,6.88,165.21,155.76,11.38,118.99,14.72,12.08,5.64,44.6,45.66,80.74,85.64,186.26,113.52,54.34,5.72,14.49,33.8,61912.7,483602.26,1428.48,345.8168404,14.99,12.89,214104.53
우리이앤엘,153490,Dec-19,3.86,-20.22,-43.87,-20.47,8.83,-6.76,14.36,3.63,8.26,3.23,2.67,4.38,1.21,18.23,1.72,30.78,3.92,2.27,2.57,1.41,5.61,231.38,213.42,30.23,60.53,12.75,24.39,6.77,72.09,62.29,78.75,85.38,287.63,59.24,37.71,7.76,13.67,48.48,36327.55,490694.32,1166.71,640.0786626,19.93,14.66,232524.88
우림피티에스,101170,Dec-11,34.92,12.41,44.04,-15.13,12.1,39.29,21.7,13.47,13.69,12.65,16.38,10.4,0.77,8.25,4.02,1.58,6.56,1.02,3.22,1.71,7.29,205.2,167.01,65.92,31.73,1.98,48.48,16,589.75,75.91,31.8,39.07,190.65,25.08,24.09,18.61,36.3,20.03,439368.21,281535.67,913.92,44.2321921,21.26,29.14,194342.19
우림피티에스,101170,Dec-12,16.5,-1.96,14.92,-25.51,8.86,-24.7,21.45,9.6,6.65,5.63,10.14,5.33,0.55,5.59,3.68,0.94,7.12,0.69,2.78,1.61,5.97,272.21,195.75,74.84,18.63,1.91,67.08,18.79,550.55,84.3,21.35,29.69,193.34,12.94,15.7,28.09,44.4,18.78,520357.11,342852.62,832.54,27.12143582,16.95,30.24,141128.32
우림피티에스,101170,Dec-13,10.12,2.96,-1.35,12.54,1.34,8.11,17.24,2.8,2,3.26,5.46,1.67,0.6,5.98,5.29,0.96,9.03,0.71,3.65,1.92,6.22,240.09,179.49,89,20.53,1.6,53.78,15.57,572.48,82.97,24.26,32.45,145.45,16.29,17.03,25.24,43.25,18.93,459897.58,324485.66,774.92,26.87875006,15.95,27.11,123614.72
우림피티에스,101170,Dec-14,14.66,1.15,-0.37,2.5,3.47,5.79,19.72,7.94,5.86,0,0,4.92,0.62,5.88,4.93,1.02,8.07,0.74,3.85,1.9,6.74,224.88,165.32,45.77,17.83,0,49.51,12.17,0,84.87,24.16,32.87,171.55,17.22,15.13,26.48,47.69,18.25,405694.57,308101.25,710.23,0,0,0,0
우림피티에스,101170,Dec-15,26.68,0.2,-6.96,13.51,4.26,-18.79,16.49,9.09,5.24,0,0,4.54,0.5,4.77,3.54,0.86,7.99,0.58,3.72,1.42,3.81,335.91,256.62,119.23,13.24,0,57.75,13.54,0,88.31,28.44,37.23,312.4,12.55,11.69,23.61,33.61,26.15,428874.02,361550.82,773.33,0,0,0,0
우림피티에스,101170,Dec-16,8.25,-1.87,-4.77,0.47,0.63,-6.74,16.58,2.57,1.35,0,0,1.21,0.47,4.22,3.6,0.85,11.75,0.52,4.44,1.25,3.22,440.63,327.43,158.84,10.43,0,61.91,12.34,0,90.56,28.33,38.12,332.4,9.55,9.44,25.69,33.23,29.47,386711.88,350143.16,713.91,0,0,0,0
우림피티에스,101170,Dec-17,-34.85,-1.09,-0.83,-1.47,-2.76,18.58,10.29,-3.71,-2.34,0,0,-2.1,0.57,5.57,4.79,1.04,14.41,0.63,5.54,1.49,4.06,379.46,295.61,97.75,12.33,0,49.04,9.47,0,89.03,29.58,37.97,266.73,11.24,10.97,22.1,30,27.97,301686.25,293533.59,570.84,0,0,0,0
우림피티에스,101170,Dec-18,61.99,2.4,0.45,5.21,4.15,18.75,14.66,6.57,4.88,0,0,4.38,0.67,5.8,5.67,1.24,14.18,0.74,6.53,1.73,4.24,490,349.49,98.84,10.44,0,67.68,9.71,0,90.55,27.83,39.02,228.24,8.79,9.45,28.68,36.03,31.05,268104.07,274990.04,511.1,0,0,0,0
우림피티에스,101170,Dec-19,-38.06,0.6,-5.08,7.72,-1.82,-13.7,12.61,-1.2,-0.76,0,0,-0.68,0.57,4.04,5.24,1.09,11.41,0.63,5.37,1.4,3.49,446.55,304.36,60.03,13.17,0,59.67,12.29,0,88.36,28.47,41.78,199.85,10.59,11.64,31.84,41.03,32.42,284037.92,319273.75,564.42,0,0,0,0
우수AMS,66590,Dec-11,1.91,0.68,-4.15,16.2,-0.91,25.35,6.79,0.53,3.99,3.11,2.01,0.81,1.54,13.44,7.69,3.33,3.5,7.58,1.94,3.05,-14.62,72.06,58.6,24.79,395.35,26.07,8.55,4.44,26.18,20.19,44.09,54.22,42.98,372.72,79.81,18.67,-48.15,-21.03,189193.61,136183.36,546.98,40.010358,13.84,9.01,75697.04
우수AMS,66590,Dec-12,0.39,-3.39,-1.76,-14.56,-7.44,-6.47,8.48,-0.59,-4.37,0.48,0.33,-0.86,1.46,11.92,6.4,3.21,3.22,7.39,1.82,2.86,-10.63,63.13,46.85,9.92,417.07,25.21,2.91,1.58,9.32,19.34,35.58,47.94,43.17,392.68,80.66,25.79,-44.17,-28,229897.07,150176.13,526.27,25.51195878,11.14,7.49,58651.24
우수AMS,66590,Dec-13,2.67,10.1,-2.82,19.57,5.13,10.72,8.33,1.25,10.42,3.53,2.25,1.97,1.57,11.13,7.47,3.64,3.19,8.3,1.93,3.13,-15.8,73.33,54.46,19.45,441.51,21,7.82,4.26,30.35,18.47,38.67,52.07,31.26,384.5,81.53,25.74,-70.78,-18.93,222266.12,155567.33,594.19,38.67552827,14.47,9.67,85962.6
우수AMS,66590,Dec-14,2.49,-1.73,0.64,-5.01,21.04,4.79,8.15,1.83,14.07,1.92,1.21,2.9,1.58,11.33,7.61,3.86,3.14,7.68,1.99,3.09,-12.79,66.86,50.61,10.09,339.64,15.45,10.59,5.13,52.94,22.75,38.1,50.33,37.82,330.97,77.25,24.3,-49.02,-24.95,229426.67,170127.9,574.13,35.65347442,14.25,8.93,81798.58
우수AMS,66590,Dec-15,3.77,6.06,21.67,-5.07,5.71,5.24,8.52,1.04,7.45,2.86,1.75,1.69,1.63,12.93,7.31,3.65,4.08,7.18,2.11,3.42,-10.72,60.4,45.83,8.67,341.11,35.47,-5,-2.44,-10.89,22.67,34.18,45.05,47.83,329,77.33,24.12,-36.8,-29.53,250062.56,178950.37,614.07,34.05368979,13.87,8.76,85155.53
우수AMS,66590,Dec-16,3.33,3.86,6.17,0.45,63.57,4.98,9.3,2.17,12.1,3.06,1.88,3.55,1.63,14.97,7.94,3.39,5.56,5.56,2.31,3.68,-25.4,77.57,61.69,9.56,180.09,26.19,-1.1,-0.44,-2.7,35.7,34.65,43.57,62.85,157.33,64.3,20.47,-70.79,-12.6,272110.76,214582.8,572.56,38.50559907,18.3,11.44,104777.88
우수AMS,66590,Dec-17,2.35,3.96,1.49,5.4,9.68,-5.7,9.26,2.18,8.78,1.8,1.21,3.22,1.48,14,7.74,3.08,5.11,4.03,2.34,3.37,-27.11,80.49,61.84,11.87,165.48,25.92,11.23,4.82,27.01,37.67,33.94,44.18,59.72,145.71,62.33,23.18,-95.62,-10.71,265857.63,208887.58,577.73,37.90677385,17.44,12.02,100778.05
우수AMS,66590,Dec-18,3.29,4.91,6.71,3.58,0.63,6.99,9.64,0.6,2.47,2.85,1.88,0.91,1.52,14.23,7.97,3.16,5.54,4.11,2.4,3.45,-20.03,74.7,59.22,15.77,176.78,30.93,8.36,3.61,17.26,36.13,34.58,43.61,74.71,161.61,63.87,20.71,-61.14,-14.78,265238.58,226212.4,588.79,35.89146063,16.17,10.92,95198
우수AMS,66590,Dec-19,1.64,9.71,8.52,-4.95,1.26,3.63,9.66,0.11,0.47,1.67,1.14,0.16,1.46,14.04,8.21,3.05,6.34,4.22,2.24,3.61,-13,63.73,47.28,6.74,199.9,24.86,7.14,3.4,19.13,33.34,28.04,37.79,75.34,177.82,66.66,25.8,-45.34,-21.51,303240.57,272187.27,650.63,34.37195477,16.02,11.46,104229.71
우원개발,46940,Dec-11,2.27,10.91,-3.98,27.78,2.12,-10.2,7,2.56,6.96,3.26,2.8,2.98,1.16,15.8,4.49,21.18,4.86,2.72,2.03,2.42,-37.47,89.66,76.79,0.45,143.27,21.25,-2.56,-1.36,-7.09,41.11,43.81,51.16,94.98,138.81,58.89,14.36,-124.47,-5.9,24668.44,1820.44,482.3,0,39.58,35.8,190898.18
우원개발,46940,Dec-12,1.17,4.82,31.76,12.67,0.34,34.44,5.15,-0.53,-1.92,1.44,0.99,-0.77,1.45,21.55,4.62,25.08,5.56,3.61,2.43,2.73,-79,93.87,84.52,0.16,154.14,21.8,-5.01,-2.14,-13.94,39.35,49.51,54.99,109.26,148.87,60.65,9.96,-152.53,-3.59,28603.03,1601.99,444.89,0,43.06,30.37,191590.25
우원개발,46940,Dec-13,0.02,-5.77,2.05,1.27,-12.41,10.98,3.41,-2.87,-12.24,0.02,0.01,-4.65,1.62,31.48,4.42,24.23,6.13,4.26,2.61,2.84,-120.23,95.51,88.34,2.12,173.38,20.36,-2.62,-0.99,-8.16,36.58,54.66,59.1,133.64,169.16,63.42,7.51,-159.71,-2.78,33586.22,1993.92,482.35,0,52.32,31.33,252357.66
우원개발,46940,Dec-14,5.08,0.66,1.6,2.19,4.96,9.14,5.22,1.18,5.75,4.05,2.23,2.15,1.82,34.42,4.99,25.97,7.51,4.86,2.9,3.05,1222.79,100.5,91.18,6.19,162.18,15.1,9.31,3.18,38.16,38.14,54.44,60,125.08,156.53,61.86,9.27,1878.51,0.3,33700.27,2457.22,479.49,0,60.91,33.64,292081.65
우원개발,46940,Dec-15,35.12,5.45,8.71,6.82,19.5,20.62,8.58,3.48,18.14,12.76,6,7.39,2.13,34.88,6.38,29.78,9.61,5.22,3.59,3.52,60.05,112.8,102.44,16.16,131.36,0.52,24.51,6.72,2675.07,43.22,55.2,60.78,133.23,124.65,56.78,9.18,80.91,6.9,37406.76,3001.9,516.3,0,74.17,35.81,382946.96
우원개발,46940,Dec-16,28.6,-4.19,-12.17,-5.05,12.02,-18.27,5.37,3.23,11.93,3.35,1.94,5.58,1.73,26.75,6.11,24.88,8.54,3.69,3.25,2.86,26.28,128.74,114.48,19.83,97.88,3.91,16.77,4.7,212.18,50.53,53.56,60.23,107.91,92.57,49.47,11.08,49.63,13.45,38168.5,4183.22,574.7,0,64.91,36.74,373026.18
우원개발,46940,Dec-17,7.37,61.39,524.9,47.84,-0.52,-11.34,7.63,-0.21,-0.65,4.12,3.44,-0.25,1.2,5.21,7.08,6.51,8.85,3.11,1.95,2.1,10.01,154.16,69.55,11.56,221.04,27.19,-12.3,-8.73,-31.14,31.15,24.89,55.17,119.23,114.9,68.85,54.88,156.22,19.38,273352.9,2319.27,1062.98,0,30.1,31.01,319966.01
우원개발,46940,Dec-18,1.13,-1.22,-59.92,-0.91,5.02,19.06,10.76,-0.66,-2.39,0.76,0.66,-0.77,1.16,3.69,9.64,6.42,12.66,3.62,1.71,2.1,-190.06,97.82,51.93,11.82,201.98,11.64,4.88,2.79,28.06,33.11,29.38,55.34,130.7,170.85,66.89,46.91,-2109.06,-1.23,113390.97,3246.46,1086.63,0,27.56,23.56,299475.52
우원개발,46940,Dec-19,20.01,8.04,5.84,12.92,34.39,32.73,12.05,4.87,19.5,11.6,7.77,7.27,1.49,6.56,7.02,14.46,17.35,4,2.38,2.64,67.99,107.88,80.83,9.32,142.78,26.06,4.48,1.83,10.11,41.19,43.34,57.85,336.3,130.17,58.81,25.08,343.11,4.23,117951.92,3190.81,1153.9,0,36.38,25.31,419750.06
우진비앤지,18620,Dec-11,3.88,-2.27,-3.02,-4.16,2.54,-5.93,32.09,4.05,4.18,0,0,2.8,0.69,1.8,5.5,1.29,14.38,1.03,2.1,1.6,6.86,190.83,73.93,9.56,45.46,0,13.75,6.14,0,68.75,16.6,42.84,311.9,32.65,31.25,61.26,128.7,20.39,194511.34,80650.8,363.45,0,0,0,0
우진비앤지,18620,Dec-12,7.83,1.44,-1.18,6.92,4.6,17.79,33.37,6,7.03,0,0,4.91,0.82,2.1,6.08,1.55,16.28,1.17,2.71,1.86,7.02,205.2,88.12,10.81,41.07,0,18.72,6.71,0,70.89,19.39,45.15,230.55,31.04,29.11,57.06,111.29,23.15,166081.34,72393.84,327.21,0,0,0,0
우진비앤지,18620,Dec-13,4.22,4.62,4.5,-0.74,2.34,-3.39,31.59,2.95,3.23,0,0,2.26,0.77,2.09,5.19,1.47,15.33,1.09,2.57,1.74,7.84,180.78,77.93,4.32,44.21,0,14.56,5.95,0,69.34,18.47,42.84,375.58,34.17,30.66,56.89,127.33,19.14,165827.09,83457.92,318.45,0,0,0,0
우진비앤지,18620,Dec-14,4.76,6.12,10.7,2.19,8.85,7.5,35.52,3.72,4.14,0,0,2.91,0.78,2.04,5.45,1.47,19.56,1.11,2.63,1.86,6.33,239.23,93.9,12.74,40.59,0,11,4.18,0,71.13,16.19,41.25,333.17,24.24,28.87,60.75,104.38,24.01,164441.39,75555.01,302.73,0,0,0,0
우진비앤지,18620,Dec-15,0,45.35,52.55,46.14,5.96,6.43,27.92,1.5,1.66,0,0,0.99,0.66,2.26,5.64,1.18,22.22,1.1,1.64,1.59,4.48,249.04,139.62,47.94,92.85,0,-0.22,-0.19,0,51.85,23.25,41.48,449.79,32.12,48.15,43.94,73.42,24.82,142078.99,71424.27,402.3,0,0,0,0
우진비앤지,18620,Dec-16,0.46,37.65,54.66,10.91,1.07,3.1,27.65,0.72,0.8,0,0,0.35,0.48,2.33,4.97,0.79,19.49,1.1,0.86,1.31,5.89,173.48,108.03,59.88,162.65,0,1.75,2.6,0,38.07,20.81,33.42,348.95,50.6,61.93,37.73,89.08,14.16,133983.49,71408.19,548.54,0,0,0,0
우진비앤지,18620,Dec-17,-3.14,4.29,20.24,-26.92,4.07,-5.37,22.15,-18.27,-18.55,0,0,-7.06,0.39,2.21,4.75,0.56,11.87,1.02,0.62,1.36,-4.35,57.39,21.64,5.41,163.19,0,1.71,2.81,0,37.99,8.83,23.42,187.92,107.41,62.01,62.3,-83.92,-17.39,359479.61,126969.67,492.99,0,0,0,0
우진비앤지,18620,Dec-18,-3.6,-22.17,-73.01,3.99,19.42,22.66,6.02,-23.58,-22.28,-8.76,-17.06,-10.45,0.52,3.2,5.9,0.99,15.41,1.11,0.98,1.94,-11.49,77.11,36.54,11.63,126.49,41.31,-13.28,-9.29,-21.59,44.15,13.02,27.47,393.21,80.69,55.85,52.61,-177.23,-8.16,438138.07,165542.75,625.51,7.860036511,5.51,11.75,34437.81
우진비앤지,18620,Dec-19,2.41,41.77,-59.86,183.93,45.98,5.42,28.02,-45.7,-41.56,2.79,6.82,-18.67,0.41,2.16,5.09,1,14.21,0.91,0.74,0.94,3.69,152.16,116.28,16.3,119.97,5.38,-6,-9.39,-60.76,45.46,42.05,55.02,220.42,79.54,54.54,23.58,68.78,18.86,149405.56,107734.43,896.13,80.56742482,13.43,38.56,120372.21
원풍물산,8290,Dec-11,1.27,5.52,0.8,10.03,24.02,16.26,59.56,1.71,4.11,0,0,1.54,0.9,1.15,7.46,2.64,6.41,2.4,1.43,1.85,-38.17,91.55,33.08,2.92,148.25,0,-2.12,-1.45,0,40.28,17.92,49.59,95.89,134.48,59.72,63.86,-691.68,-4.58,418530.62,48578.82,1257.99,0,0,0,0
원풍물산,8290,Dec-12,1.71,1.21,-1.4,6.45,4.06,3.23,61.06,0.98,2.16,0,0,0.88,0.9,1.07,6.74,2.73,7.45,2.2,1.52,1.76,-65.6,95.05,34.04,0.46,141.45,0,-0.24,-0.16,0,41.42,18.68,52.16,116.29,132.5,58.58,64.18,-1231.81,-2.72,423258.51,55796.18,1305.89,0,0,0,0
원풍물산,8290,Dec-13,1.43,7.82,1.1,13.44,7.5,4.67,62.44,-0.32,0.82,4.23,4.13,0.34,0.9,0.98,6.4,2.86,8.81,2.17,1.53,1.68,35.21,109.69,33.4,0.01,151.1,37.19,-2.61,-1.77,-4.24,39.82,16.82,55.25,157.43,126.48,60.18,69.55,786.97,4.88,390532.51,47373.56,1292.34,0,10.55,12.27,136302.56
원풍물산,8290,Dec-14,0.97,3.09,-3.08,9.34,6.85,0.38,60.89,0.04,0.08,2.08,2.45,0.03,0.85,0.84,5.63,2.9,8.94,2.09,1.43,1.49,13.37,127.16,38.19,0.01,142.25,31.47,-4.84,-3.39,-9.03,41.28,17.6,58.6,153.18,111.64,58.72,69.97,327.55,12.52,369897.98,47303.7,1301.95,0,8.88,10.62,115675.23
원풍물산,8290,Dec-15,2.13,-17.62,-2.79,-28.62,15.82,1.35,65.63,-23.89,-43.86,0,0,-22.25,0.93,1.01,6.48,3.02,8.04,1.84,1.89,1.7,12.35,149.18,76.68,27.77,65.88,0,-3.61,-1.39,0,60.28,26.04,50.66,98.5,56.33,39.72,48.6,147.42,16.7,321250.41,42476.8,955.35,0,0,0,0
원풍물산,8290,Dec-16,0.82,0.97,-0.05,-3.16,3.14,-3.95,62.42,-1.38,-2.24,0,0,-1.36,0.99,1.42,8.32,2.95,7.06,1.62,2.52,1.99,15,136.83,59.19,20.54,62.38,0,1.54,0.6,0,61.58,21.02,48.59,68.62,57.66,38.42,56.74,210.81,13.08,374588.19,55520.55,1125.33,0,0,0,0
원풍물산,8290,Dec-17,1.17,-0.56,-1.16,0.47,3.78,-4.86,61.69,0.19,0.28,0,0,0.18,0.94,1.29,9.3,2.82,8.27,1.49,2.52,1.92,10,161.91,68.87,20.14,55.59,0,2,0.76,0,64.27,20.88,49.09,118.65,47.17,35.73,57.47,150.29,18.77,330845.4,48041.77,1000,0,0,0,0
원풍물산,8290,Dec-18,-0.88,-0.91,-2.04,18.62,-19.17,-3.27,62.07,-8.39,-13.11,0,0,-7.65,0.91,1.18,8.68,2.77,11.91,1.56,2.19,1.69,11.34,137.91,66.09,19.99,90.73,0,-2.82,-1.46,0,52.43,28.16,58.77,155.62,81.28,47.57,52.07,189.45,16.15,304653.84,45159.26,931.42,0,0,0,0
원풍물산,8290,Dec-19,-1.83,37.52,0.38,-3.89,86.56,-4.49,60.73,-13.37,-15.58,0,0,-9.85,0.74,1.14,8.6,2.67,12.09,1.16,2.01,1.52,8.78,154.54,73.22,18.43,40.6,0,-1.21,-0.55,0,71.12,19.46,41.07,122.82,37.37,28.88,52.62,149.11,14.49,294053.87,43422.37,1231.65,0,0,0,0
웰바이오텍,10600,Dec-11,2.86,12.01,-11.12,26.32,6.07,37.94,11.7,1.42,4.42,5.29,2.98,2.53,1.78,4.09,11.22,12.6,16.86,3.11,4.16,2.74,10.03,195.84,75.31,16.78,79.34,17.53,4.14,1.09,10.46,55.76,26.39,68.62,134.8,62.84,44.24,61.54,125.76,33.58,222379.35,206290.52,1778.87,188.7018736,23.59,14.01,419634
웰바이오텍,10600,Dec-12,3.28,-13.13,-24.07,-7.71,-9.16,14.16,11.01,-2.15,-7.76,4.84,2.35,-4.42,2.06,4.17,12.37,17.38,17.47,3.61,4.78,2.91,10.78,228.94,85.1,19.8,71.51,17.17,5.46,1.03,13.25,58.3,27.09,72.89,141.3,54.61,41.7,62.83,111.56,41.05,199783,181286.18,1818.05,0,7.37,3.33,134010
웰바이오텍,10600,Dec-13,3.26,-0.95,-24.52,1.57,12.9,0.74,9.74,1.75,6.27,3.15,1.41,3.91,2.24,4.33,12.28,23.12,19.6,3.59,5.95,3.03,10.53,233.47,85.04,14.4,50.48,14.2,9.91,1.48,23.4,66.45,27.23,74.75,168.83,48.18,33.55,63.57,111.2,42.73,147292.12,132127.09,1800.83,194.3570719,15.9,7.07,286272.65
웰바이오텍,10600,Dec-14,0.48,0.04,163.73,-5.24,-13.68,-13.16,8.16,-5.63,-17.77,0.27,0.14,-11,1.95,3.84,10.32,12.83,20.82,3.16,5.13,2.68,12.79,175.88,61.65,9.24,74.41,28.82,-1,-0.22,-1.48,57.34,24.82,70.8,222.53,70.21,42.66,64.95,150.54,30.55,365434.05,110383.38,1655.5,0,-0.38,-0.19,-6262.7
웰바이오텍,10600,Dec-15,4.91,-3.53,2.06,-5.82,4.13,-5.97,9.46,0.49,1.55,3.45,1.85,0.92,1.87,3.91,10.23,8.23,26.12,3.14,4.62,2.67,11.53,191.41,79.14,20.06,61.56,26.38,6.09,1.22,8.8,61.89,28.58,69.13,274.02,58.35,38.11,58.66,122.82,33.01,353853.03,562895.05,1515.09,0,12.14,6.38,183921.79
웰바이오텍,10600,Dec-16,-1.12,1.31,5.37,0,-7.42,-24.18,9.26,-2.88,-6.98,-0.68,-0.48,-4.13,1.43,3.1,8.42,6.02,22.17,2.42,3.52,2.09,11.03,160.97,58.5,12.13,76.81,31.26,3.68,1.12,5.11,56.56,24.8,68.23,235.15,74.94,43.44,63.66,168.06,25.84,426325.61,633052.91,1814.08,24.86753438,5.84,4.1,106016.67
웰바이오텍,10600,Dec-17,-8.77,45.34,5.62,12.4,-20.7,-17.01,3.92,-12.35,-28.8,-6.99,-7.25,-11.91,0.96,2.73,6.97,4.73,14.56,2.33,1.64,1.63,-11.03,78.15,37.72,14.48,224.05,18.85,-5.31,-4.51,-19.46,30.86,25.47,52.77,171.83,218.8,69.14,51.73,-185.06,-14.75,451709,587719.06,2559.01,0,-3.88,-4.77,-99380.88
웰바이오텍,10600,Dec-18,-2.72,27.76,-65.32,56.01,184.55,4.45,4.55,-22.06,-31.59,-8.53,-11.43,-16.46,0.75,3.48,5.31,7.15,13.77,1.43,1.56,1.26,3.95,209.44,160.26,54.08,45.49,2.29,-19.12,-8.99,-260.58,68.73,49.3,64.44,336.52,44.76,31.27,23.48,44.94,33.67,129899.41,456837.85,2711.16,0,1.05,1.57,28340.98
웰바이오텍,10600,Dec-19,-5,7.8,-56.37,1.01,-1,13.37,10.78,-19.75,-21.77,-9.87,-13.6,-14.33,0.73,4.39,4.51,21.91,15.12,1.1,2.12,1.16,4.24,220.28,167.66,32.45,58.42,1.92,-19.24,-10.14,-370.36,63.12,45.96,60.38,319.93,43.42,36.88,23.89,43.75,32.97,62804.22,495973.86,3238.49,0,1.54,2.2,49931.35
위즈코프,38620,Dec-11,-3.96,-22.97,-84.27,-17.56,-21.47,-28.97,29.62,-78.07,-25.19,-9.01,-29.22,-24.09,0.31,50.46,14.78,24.82,45.03,0.32,7.07,0.39,0.87,6074.53,6045.05,2745.25,3.44,0,-164.14,-15.38,0,96.68,82.79,83.19,88.11,1.42,3.32,0.49,0.49,81.82,3153.26,72828.21,811.85,0,-22.37,-63.11,-181639.23
위즈코프,38620,Dec-12,-3.96,1.69,15405.63,-63.94,1.41,-7.48,28.24,3.53,1.19,-0.36,-1.1,1.15,0.33,38.22,17.11,1.08,45.45,0.34,9.42,0.58,2.28,2383.11,2317.33,340.34,3.72,0,-36.18,-4.02,0,96.42,28.68,29.5,107.8,1.28,3.58,2.76,2.88,28.26,762734.2,113612.04,1287.83,0,5.57,17.27,71763.6
위즈코프,38620,Dec-13,-3.96,17.46,-0.16,8.48,2.13,2.02,32.96,-14.89,-5.03,-2.27,-7.5,-4.51,0.3,27.9,26.41,0.56,50.24,0.34,2.92,1.07,2.14,2715.63,2650.5,599.97,19.29,0,7.4,4.27,0,83.83,26.59,27.24,115.24,1.2,16.17,2.4,2.49,26.24,705084.67,105459.67,1400.65,0,0.51,1.83,7184.44
위즈코프,38620,Dec-14,0.37,-0.13,-0.34,47.38,-0.08,4.68,33.45,-1.9,-0.67,0.46,1.57,-0.56,0.29,35.82,35.12,0.58,38.6,0.35,1.82,0.87,2.26,282.82,279.74,181.67,19.23,0,14.64,8.04,0,83.87,39.77,40.21,97.03,16.95,16.13,1.09,1.68,25.99,790503,97191.33,1573.61,0,4.17,14.2,65626.67
위즈코프,38620,Dec-15,14.3,-4.45,4.03,-22.26,8.57,24.99,30.96,6.29,2.64,0.89,2.37,2.36,0.38,31.3,36.25,0.72,28.95,0.42,3.56,1.03,2.54,1305.55,1256.17,789.69,4.93,0,54.72,6.69,0,95.3,31.48,32.71,64.46,2.63,4.7,3.78,4.1,30.21,365500.78,43328.15,668.25,0,8.56,22.28,57208.15
위즈코프,38620,Dec-16,14.3,21.21,21.69,13.82,11.68,113.84,27.43,5.05,4.11,2.33,3.14,3.75,0.74,25.14,33.82,1.36,37.04,0.81,8.44,2.35,6.48,313.69,284.16,137.58,13.88,6.43,18.06,3.25,34.24,87.81,27.83,30.72,133.52,11.15,12.19,9.41,13.82,20.93,436688.98,160465.6,795.25,0,11.84,17.46,94126.91
위즈코프,38620,Dec-17,6.92,5.04,-4.32,19.98,7.17,22.35,26.04,3.32,3.03,2.08,2.57,2.69,0.81,23.06,28.25,1.54,39.03,0.91,7.17,2.45,6.1,382.14,356.96,109.57,11.62,5.26,43,5.67,85.19,89.59,32.78,35.09,136,10.25,10.41,6.59,8.92,25.91,478733.77,185767.71,957.17,0,18.65,23.63,178535.62
위즈코프,38620,Dec-18,4.77,-2.71,1.79,9.53,-1.55,9.18,25.1,0.16,0.16,1.4,1.61,0.14,0.87,28.68,43.89,1.71,45.65,0.97,8.84,2.34,5.66,482.46,454.97,196,10.31,3.57,67.25,7.09,175.79,90.66,37.25,39.5,62.42,9.03,9.34,5.7,7.19,31.32,268109.84,113367.52,525.87,36.49342833,18.61,21,97842.47
